segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiquetas
0.03;0.4617578983306885;0.4471052587032318;-0.23319780826568604;0.4166029095649719;0.5461522340774536;-0.08171424269676208;0.4133625626564026;0.39903417229652405;-0.07436323910951614;0.33990663290023804;0.5643320679664612;-0.024144912138581276;0.33759135007858276;0.3856009244918823;-0.028710391372442245;0.27303892374038696;0.5348617434501648;-0.0006284971022978425;0.2700890898704529;0.43677887320518494;0.0005115930107422173;0.15770137310028076;0.5575727224349976;-0.04541965201497078;0.15284864604473114;0.4254562258720398;-0.018496960401535034;0.4753122091293335;0.46279714107513426;-0.23654839545488357;0.2588791623711586;0.5772771090269089;-0.13159869611263275;0.25362537801265717;0.37505533546209335;-0.14514040760695934;0.04805829624334971;0.5604171951611837;0.10214600960413615;0.04647358817358812;0.427705854177475;0.10999279034634431;vertical
0.07;0.4617539644241333;0.44781264662742615;-0.18460698425769806;0.4166584312915802;0.5462180376052856;-0.04884444549679756;0.4134235084056854;0.3990284502506256;-0.03743758425116539;0.340263307094574;0.5647374391555786;-0.006905016954988241;0.3376177251338959;0.3864406645298004;-0.001583785517141223;0.27304068207740784;0.5349838137626648;-0.0015950871165841818;0.2700977027416229;0.4367244839668274;0.0015016013057902455;0.1574651449918747;0.557561457157135;-0.04835287109017372;0.15324100852012634;0.4249032139778137;-0.01982663944363594;0.475299334526062;0.4630752354860306;-0.1862789995968342;0.25872691720724106;0.5785189867019653;-0.1193035077303648;0.2539507709443569;0.3763764575123787;-0.11448224261403084;0.04789241900046667;0.560334324836731;0.08659208899674316;0.04638944938778877;0.4268876016139984;0.09693965905656417;vertical
0.1;0.4616684317588806;0.44826632738113403;-0.15256384015083313;0.41677093505859375;0.5461956262588501;-0.020670345053076744;0.4135594367980957;0.3990268111228943;-0.013744918629527092;0.34103646874427795;0.5647376775741577;0.016324806958436966;0.33811503648757935;0.3876650631427765;0.015385986305773258;0.2736801505088806;0.5348192453384399;-0.0017459203954786062;0.2707504332065582;0.43621763586997986;0.0016682080458849669;0.1576414257287979;0.5574756264686584;-0.05188504979014397;0.15370869636535645;0.42449793219566345;-0.024616152048110962;0.47517411708831786;0.4632982015609741;-0.1533963344991207;0.2591068968176842;0.5801030844449997;-0.0972860474139452;0.25504136830568314;0.38076283037662506;-0.09916617348790169;0.04777933036287626;0.5603054960568746;0.07622710134213169;0.0463544987142086;0.4266785482565562;0.08419344675106306;vertical
0.13;0.4616181254386902;0.44912418723106384;-0.1314818114042282;0.41701191663742065;0.5461417436599731;-0.003217460587620735;0.4140178859233856;0.39906543493270874;0.0019432238768786192;0.3423072099685669;0.5649052858352661;0.02737276442348957;0.3395019769668579;0.3892209231853485;0.028532754629850388;0.275834321975708;0.5347232818603516;-0.0017149662598967552;0.2729496359825134;0.4359568953514099;0.0016453249845653772;0.15844881534576416;0.5572630167007446;-0.0524955652654171;0.15561549365520477;0.42449885606765747;-0.029980964958667755;0.4750909835100174;0.4637492835521698;-0.13189310058951378;0.26025886833667755;0.5818594545125961;-0.0901361983269453;0.2568689063191414;0.38376927375793457;-0.08397888671606779;0.04764415261646112;0.5605721275011698;0.05649967553714911;0.0463479608297348;0.426544855038325;0.06541455412904422;vertical
0.17;0.46161627769470215;0.4494355618953705;-0.1427912563085556;0.4174840748310089;0.546085774898529;-0.010717403143644333;0.41444653272628784;0.39905694127082825;-0.0025901934131979942;0.34401899576187134;0.5650718212127686;0.023798052221536636;0.33963000774383545;0.39099666476249695;0.027499234303832054;0.27688634395599365;0.5347930192947388;-0.00250553828664124;0.2737411856651306;0.43583106994628906;0.0024592112749814987;0.15844224393367767;0.5569077730178833;-0.05504625290632248;0.15609946846961975;0.4244675934314728;-0.02878754399716854;0.47506954073905944;0.46399817764759066;-0.14372409656643867;0.2618083879351616;0.5836944878101349;-0.09539738856256008;0.2571300342679024;0.3878501206636429;-0.08810573257505894;0.04707482581337293;0.5606277783711752;0.05231070208052794;0.04631779963771502;0.42640487353007;0.07000468329836924;vertical
0.2;0.4616168737411499;0.4495173394680023;-0.15929248929023743;0.417479544878006;0.5460840463638306;-0.01832011342048645;0.4145287573337555;0.399055540561676;-0.01567370444536209;0.3439861834049225;0.5655724406242371;0.02397112548351288;0.33972641825675964;0.39253413677215576;0.01702876389026642;0.27733513712882996;0.5346118211746216;-0.00234368653036654;0.274524062871933;0.4358177185058594;0.002303925110027194;0.15843656659126282;0.5568360090255737;-0.054906491190195084;0.15636411309242249;0.42444106936454773;-0.0319129079580307;0.4750689595937729;0.46410993933677674;-0.16046776846051217;0.2619466409087181;0.5860038995742798;-0.09300423599779606;0.2580835148692131;0.39061274379491806;-0.09984846226871014;0.04685192617277304;0.560681958993276;0.06175998039543629;0.04631130211055279;0.42640751600265503;0.06930623700221379;vertical
0.23;0.4616266191005707;0.44956210255622864;-0.16440337896347046;0.4173979163169861;0.546085000038147;-0.019170207902789116;0.4145605266094208;0.3990560472011566;-0.020712614059448242;0.3439538776874542;0.5660388469696045;0.027921922504901886;0.3399817943572998;0.3933706283569336;0.013320676982402802;0.2775305211544037;0.534062922000885;-0.0015866290777921677;0.275014728307724;0.43563833832740784;0.0015499320579692721;0.15838274359703064;0.5567480325698853;-0.05499180406332016;0.15630246698856354;0.4243762791156769;-0.0355331189930439;0.47506756484508517;0.4641960471868515;-0.16550764814019203;0.2620018869638443;0.5891211330890656;-0.08597110211849213;0.2590523883700371;0.39280902594327927;-0.10430500842630863;0.04629643696049849;0.5607594052950541;0.0629420317709446;0.04626431378225485;0.4263466497262319;0.0649181380867958;vertical
0.27;0.4616262912750244;0.4495772421360016;-0.14461156725883484;0.41738826036453247;0.5460993647575378;-0.00020101258996874094;0.41458696126937866;0.3990556001663208;-0.008643298409879208;0.3438591957092285;0.5660632252693176;0.04500855877995491;0.34001919627189636;0.3943624794483185;0.022562352940440178;0.27752694487571716;0.5339311957359314;-0.0005999843706376851;0.2749239206314087;0.43547943234443665;0.0005709282122552395;0.15791843831539154;0.5566835403442383;-0.0546252578496933;0.156168594956398;0.42443716526031494;-0.03707975894212723;0.47505039572715757;0.46426822543144225;-0.14504456594586373;0.2625403180718422;0.5902622193098068;-0.06736105028539896;0.2596450522542;0.3947700411081314;-0.09424252808094025;0.046054357662796974;0.5607889095942179;0.06478985833624999;0.045906285444895424;0.4262224038441976;0.06450804447134335;vertical
0.3;0.4616270363330841;0.44957488775253296;-0.14814382791519165;0.41738662123680115;0.5460978746414185;-0.0029762843623757362;0.414638876914978;0.3989853262901306;-0.009613469243049622;0.3439626395702362;0.5662752985954285;0.043822791427373886;0.34019944071769714;0.3946332335472107;0.022842949256300926;0.2778012752532959;0.5338653326034546;-0.0001839409815147519;0.27513328194618225;0.435364305973053;0.0001597967348061502;0.15791964530944824;0.5565579533576965;-0.05502789095044136;0.15614330768585205;0.4244443476200104;-0.03641229867935181;0.47503240406513214;0.46429595947265623;-0.14899128898978234;0.2629159614443779;0.5906761884689331;-0.06676842272281647;0.26017840951681137;0.3952905237674713;-0.09376756846904755;0.04609101638197899;0.5606948137283325;0.06636416415373485;0.04599559990068277;0.426214595635732;0.06889699461559455;vertical
0.33;0.4616241157054901;0.44962969422340393;-0.1327977329492569;0.41738489270210266;0.5460994243621826;0.007007812615483999;0.41465505957603455;0.3989860713481903;0.0013294346863403916;0.3440763056278229;0.5665174126625061;0.04898571968078613;0.34034264087677;0.3950709104537964;0.03108290024101734;0.2777472138404846;0.5337152481079102;0.00015920160512905568;0.2750833332538605;0.4352875053882599;-0.00017904539708979428;0.1578158587217331;0.5566098690032959;-0.05559312179684639;0.15563619136810303;0.42444488406181335;-0.03881978988647461;0.4749755382537842;0.46439548432826994;-0.13334179893136025;0.263239249587059;0.5909492671489716;-0.06197469308972359;0.26011522859334946;0.3959022983908653;-0.08242387883365154;0.046286006147662796;0.560719907283783;0.06772549077868462;0.045886276910702385;0.4262180229028066;0.06767812992135684;vertical
