segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiquetas
0.03;0.5313400030136108;0.4985790252685547;-0.19097530841827393;0.4969569742679596;0.567134439945221;-0.08542045205831528;0.4974798560142517;0.4548986554145813;-0.0417625866830349;0.4425422251224518;0.5831245183944702;-0.054924093186855316;0.4461294710636139;0.442876398563385;-0.0013268929906189442;0.3934764266014099;0.551040530204773;-0.01400466077029705;0.3934478461742401;0.47784483432769775;0.013945885002613068;0.31061530113220215;0.5481130480766296;-0.028633909299969673;0.3088383078575134;0.4796566069126129;0.012333572842180729;0.5412337601184845;0.5110982745885849;-0.19567977637052536;0.3827707916498184;0.5896804332733154;-0.15453937649726868;0.3858006224036217;0.4374931901693344;-0.1011690404266119;0.22487305601437887;0.5437119603157043;0.08866812040408452;0.22405476868152618;0.49449798464775085;0.12552597001194954;acercandose
0.07;0.5311431288719177;0.49857914447784424;-0.19911760091781616;0.49709823727607727;0.5672014355659485;-0.07255961745977402;0.4974794089794159;0.4548620879650116;-0.06447721272706985;0.4430892765522003;0.5833883285522461;-0.02362772636115551;0.44473040103912354;0.4431482255458832;-0.02798774465918541;0.39374107122421265;0.5509878396987915;-0.006857347209006548;0.39358606934547424;0.4778272807598114;0.006771632470190525;0.31167927384376526;0.5470966100692749;-0.016292106360197067;0.30980944633483887;0.4790366590023041;0.0010540855582803488;0.5408557295799256;0.511007797718048;-0.2015613615512848;0.38274795562028885;0.5904320776462555;-0.11528811044991016;0.3846754878759384;0.4374622032046318;-0.12417749688029289;0.226899191737175;0.5442472298940023;0.08783726332088311;0.22538961470127106;0.4941282570362091;0.09612466456989448;acercandose
0.1;0.5310348868370056;0.4985881447792053;-0.20400620996952057;0.49717748165130615;0.5672305226325989;-0.07100734114646912;0.49743321537971497;0.45474451780319214;-0.0699377954006195;0.4434935748577118;0.5834793448448181;-0.020726682618260384;0.44355541467666626;0.44317930936813354;-0.033847663551568985;0.39382413029670715;0.5507837533950806;-0.004517377354204655;0.3936351537704468;0.47772806882858276;0.004422174766659737;0.31194180250167847;0.5464149713516235;-0.013984317891299725;0.30985888838768005;0.4786776900291443;-0.0017085757572203875;0.5406324565410614;0.5109364956617355;-0.205740886926651;0.3828280046582222;0.5908449590206146;-0.11372653208673;0.38388293236494064;0.4371310696005821;-0.13087300583720207;0.22738944490750632;0.5445053577423096;0.08847067443033059;0.2255775531133016;0.4940630594889323;0.09514408372342587;acercandose
0.13;0.5309523940086365;0.49858495593070984;-0.20708535611629486;0.49719032645225525;0.5672441124916077;-0.0733664408326149;0.49734652042388916;0.4546144902706146;-0.07058726996183395;0.44368037581443787;0.5835666656494141;-0.025275686755776405;0.44264572858810425;0.4432605504989624;-0.03246548771858215;0.3940233886241913;0.5506985783576965;-0.004846011754125357;0.3936535120010376;0.4776470363140106;0.004753094166517258;0.3123626708984375;0.5460487008094788;-0.014516978524625301;0.30986589193344116;0.4784993529319763;-0.0008618154097348452;0.5404802083969116;0.5108503997325897;-0.2088679313659668;0.3830863982439041;0.5911220908164978;-0.1196626890450716;0.3831375539302826;0.43660562485456467;-0.12984725460410118;0.22768944998582205;0.5445341070493063;0.0897792683293422;0.22565129896004996;0.49403855204582214;0.09811377587417762;acercandose
0.17;0.5308530926704407;0.4985809028148651;-0.20661406219005585;0.4972071647644043;0.567244827747345;-0.07408470660448074;0.4973357617855072;0.4544917345046997;-0.06946960091590881;0.44383853673934937;0.5835692882537842;-0.025878068059682846;0.44241252541542053;0.4432753622531891;-0.03111124038696289;0.3940063714981079;0.5502795577049255;-0.005139748100191355;0.3936205208301544;0.4772264361381531;0.005045762751251459;0.3123416304588318;0.5455646514892578;-0.015247520059347153;0.3098582923412323;0.4782249629497528;1,72E+11;0.5403473377227783;0.5107763051986695;-0.20862022936344146;0.3832065016031265;0.5915820151567459;-0.11980910785496235;0.3827606737613678;0.4358391910791397;-0.12797240912914276;0.2278326153755188;0.544468104839325;0.09066583961248398;0.22576534748077393;0.4938910901546478;0.10068400328358014;acercandose
0.2;0.5308417081832886;0.49847412109375;-0.20564903318881989;0.49720486998558044;0.5671387314796448;-0.06919806450605392;0.49733492732048035;0.454145610332489;-0.06516695767641068;0.4439452886581421;0.583541214466095;-0.022603800520300865;0.4422477185726166;0.4432681202888489;-0.02676929160952568;0.3939935266971588;0.5495830178260803;-0.005186195019632578;0.39359453320503235;0.47660693526268005;0.005090407561510801;0.3123239576816559;0.5451945066452026;-0.015142921358346939;0.3097486197948456;0.47804775834083557;0.0007821059552952647;0.5402905166149139;0.5106347352266312;-0.2060115873813629;0.3833698406815529;0.5916237831115723;-0.11851774714887142;0.38241487741470337;0.43571338057518005;-0.12419183738529682;0.22777565320332846;0.5438766876856486;0.09249947344263394;0.2257295548915863;0.49347199002901715;0.10324762761592865;acercandose
0.23;0.5307466387748718;0.4984739124774933;-0.2058609277009964;0.497205525636673;0.5670574903488159;-0.07042521238327026;0.497335821390152;0.45400723814964294;-0.06693950295448303;0.4442598521709442;0.5835393667221069;-0.022877808660268784;0.44224458932876587;0.4432668387889862;-0.02872408926486969;0.3942156136035919;0.5494963526725769;-0.004948895424604416;0.39365556836128235;0.4765845239162445;0.0048537785187363625;0.3123120367527008;0.5449809432029724;-0.013787954114377499;0.3094577193260193;0.4779878258705139;0.0008667814545333385;0.5401772260665894;0.5105788379907608;-0.2071024239063263;0.3834741339087486;0.5915878713130951;-0.11846367083489895;0.3824853003025055;0.43571262061595917;-0.1263874750584364;0.22763217985630035;0.5435684323310852;0.09234289141992728;0.2256802668174108;0.49312624335289;0.10149811953306198;acercandose
0.27;0.5306409597396851;0.4984741508960724;-0.19535258412361145;0.4972043037414551;0.5668767690658569;-0.06292964518070221;0.49731555581092834;0.45384418964385986;-0.061780981719493866;0.44436293840408325;0.5835028886795044;-0.018803419545292854;0.4421215057373047;0.443228155374527;-0.027339350432157516;0.3942120671272278;0.5492583513259888;-0.004933896474540234;0.3936421275138855;0.47648125886917114;0.00484152976423502;0.3123021125793457;0.5446133017539978;-0.01390781532973051;0.3094467222690582;0.47788530588150024;0.0007757196435704827;0.5400846660137176;0.5105072647333145;-0.19637276753783225;0.383470818400383;0.591404989361763;-0.1157026644796133;0.3825359493494034;0.4357118085026741;-0.12360904179513454;0.22761460642019907;0.5433779954910278;0.09194229915738106;0.2257893035809199;0.4928264021873474;0.10147506867845853;acercandose
0.3;0.5305388569831848;0.4984484314918518;-0.19256575405597687;0.49723419547080994;0.5666417479515076;-0.058253977447748184;0.4973220229148865;0.4538276493549347;-0.06024491414427757;0.44461244344711304;0.5834770202636719;-0.014147293753921986;0.44217658042907715;0.4432586431503296;-0.02629847824573517;0.39485129714012146;0.5492173433303833;-0.0036353080067783594;0.3940858244895935;0.4765094518661499;0.003550212364643812;0.3125608563423157;0.5445980429649353;-0.013912190683186054;0.3095289170742035;0.4778848886489868;-0.004281578119844198;0.5400042474269867;0.5104272484779357;-0.19376488029956818;0.38348257541656494;0.591067910194397;-0.11294974014163017;0.38257819414138794;0.43600375950336456;-0.12317382171750069;0.22759637236595154;0.5432931780815125;0.08804105284313361;0.22577811777591705;0.4928019444147746;0.09013854091366132;acercandose
0.33;0.5305061340332031;0.49839064478874207;-0.1916966587305069;0.49732300639152527;0.5665304660797119;-0.059205569326877594;0.4973229169845581;0.453789085149765;-0.05872810259461403;0.444844126701355;0.5834649801254272;-0.015314520336687565;0.44221988320350647;0.44325870275497437;-0.025870244950056076;0.39519572257995605;0.5489736795425415;-0.0038003388326615095;0.3944641053676605;0.47646206617355347;0.003716160776093602;0.3126545548439026;0.5443447828292847;-0.014362504705786705;0.30952656269073486;0.477752149105072;-0.003635643981397152;0.539967828989029;0.5102761805057525;-0.19317582100629807;0.38349104672670364;0.5901007056236267;-0.11322133056819439;0.38269030302762985;0.4361860826611519;-0.12272774614393711;0.22759257753690085;0.5431547164916992;0.08714746373395126;0.22602017720540366;0.4927877187728882;0.09319316657880942;acercandose
