segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Unnamed: 43,Etiqueta,Vertical
0.03,0.4725964963436126,0.3597515821456909,-0.2362526357173919,0.5125012993812561,0.4131397604942322,-0.1055512279272079,0.4471133947372436,0.4194701313972473,-0.10132547467947,0.5237876176834106,0.5073500871658325,-0.0552191920578479,0.4406332671642303,0.5157285332679749,-0.0608293190598487,0.4977504014968872,0.5870172381401062,-0.0053723519667983,0.4599478840827942,0.5865326523780823,0.005286278203129768,0.4970157444477081,0.7259021997451782,-0.009380892850458622,0.4617462456226349,0.727018415927887,0.0062057906761765,0.4780710786581039,0.3415171563625335,-0.2397328421473503,0.5258985608816147,0.6117665022611618,-0.1341573633253574,0.4402428865432739,0.6247932314872742,-0.1452719531953334,0.491000364224116,0.8715411027272543,0.0524236842369039,0.4655122458934784,0.8693220814069113,0.0743462850029269,,vertical,frontal
0.07,0.4725962281227112,0.3601431846618652,-0.2508418262004852,0.5124923586845398,0.4131672978401184,-0.1140768751502037,0.4464694559574127,0.419978529214859,-0.118599846959114,0.5229471921920776,0.5074679255485535,-0.0603081472218036,0.4401279389858246,0.5192760825157166,-0.0768217071890831,0.4978412091732025,0.5869291424751282,-0.0042374581098556,0.4600332975387573,0.586603581905365,0.004145510960370302,0.4968249201774597,0.7257915735244751,-0.004562336951494217,0.46242755651474,0.727603018283844,0.0062541663646698,0.4781752258539199,0.3418271094560623,-0.2553911194205284,0.5251378566026688,0.6119897067546844,-0.1420702170580625,0.440231092274189,0.62824846804142,-0.1576048657298088,0.4912729064623515,0.869634727636973,0.0669343695044517,0.4657294452190399,0.8693820238113403,0.0793378154436747,,vertical,frontal
0.1,0.472584068775177,0.3603777885437011,-0.2571481466293335,0.5124900341033936,0.4131849110126495,-0.1185157001018524,0.4460426568984985,0.4203723073005676,-0.124169148504734,0.5224574208259583,0.5076572895050049,-0.0636828690767288,0.4398501515388489,0.5207039713859558,-0.0818171203136444,0.4978989362716675,0.5868838429450989,-0.0035348448436707,0.4601079821586609,0.5866636037826538,0.0034387039486318827,0.4966766536235809,0.7257891297340393,-0.002032063202932477,0.4629321098327636,0.7281255722045898,0.0063867787830531,0.4782478481531143,0.3420512080192566,-0.2619368612766266,0.5246389210224152,0.612167552113533,-0.146535150706768,0.440221831202507,0.629939392209053,-0.1626766361296177,0.4913981258869171,0.8687289158503214,0.072028457497557,0.465872863928477,0.8694257338841757,0.0821988719205061,,vertical,frontal
0.13,0.4725686609745025,0.3605696856975555,-0.2669163048267364,0.5124788284301758,0.4132358431816101,-0.1262000799179077,0.4458088278770447,0.4206590354442596,-0.1321499198675155,0.5221163034439087,0.5083149671554565,-0.0714117735624313,0.4396009743213653,0.52177494764328,-0.0903743952512741,0.4979213178157806,0.5867907404899597,-0.0034313830547034,0.4601305723190307,0.5866633057594299,0.0033324030227959156,0.4964821934700012,0.7257855534553528,-0.0014803260564804077,0.4631801545619964,0.7284108400344849,0.0075396336615085,0.4782825857400894,0.3421891182661056,-0.2717128872871399,0.5242237001657486,0.6127801686525345,-0.1535747423768043,0.4402089193463325,0.6310236006975174,-0.1711088269948959,0.4914520680904388,0.8681680957476298,0.0724234397833546,0.4659786323706309,0.8695429563522339,0.084285298983256,,vertical,frontal
0.17,0.4725492894649505,0.3608754873275757,-0.2609845995903015,0.5124216079711914,0.4132395386695862,-0.1223212704062461,0.4456373751163482,0.420746773481369,-0.1269159168004989,0.5218439698219299,0.508327066898346,-0.0682040005922317,0.4392729997634887,0.5219894647598267,-0.0852598547935485,0.497921347618103,0.586596667766571,-0.0034041637554764,0.4601393043994903,0.5866637825965881,0.003304790472611785,0.4963102638721466,0.7257465124130249,-0.0019469140097498894,0.463262528181076,0.7285085320472717,0.0075747068040072,0.4783011734485626,0.3423997074365615,-0.2656583368778228,0.5237157493829727,0.6127495914697647,-0.1500640921294689,0.4402148500084877,0.6309708654880524,-0.166615791618824,0.4915113051732381,0.8675752480824789,0.0715236198157072,0.4660856823126475,0.869552214940389,0.0839412466933329,,vertical,frontal
0.2,0.4725236594676971,0.3611268699169159,-0.2571988999843597,0.5123927593231201,0.4132396280765533,-0.1206131428480148,0.4455445408821106,0.4208493828773498,-0.1229311898350715,0.5216277241706848,0.5083539485931396,-0.0677523538470268,0.4389761388301849,0.5224100351333618,-0.0814859196543693,0.4979203641414642,0.5865388512611389,-0.0034323660656809,0.4601411521434784,0.586668074131012,0.003333474276587367,0.496096521615982,0.7257557511329651,-0.0018510519294068217,0.463286817073822,0.7285144329071045,0.0077974372543394,0.4783078908920288,0.3425683945417404,-0.2615438878536224,0.5234420150518417,0.6126094162464142,-0.1480141207575798,0.4402133449912071,0.6309247612953186,-0.1634489707648754,0.4915693402290344,0.8671367963155111,0.0724564079816142,0.4662271936734517,0.8695410291353861,0.0846043216685454,,vertical,frontal
0.23,0.4724462032318115,0.3617630302906036,-0.2556666135787964,0.5123257040977478,0.4131527245044708,-0.1193061918020248,0.4454747438430786,0.4208598434925079,-0.1214057207107544,0.5214748978614807,0.508272647857666,-0.0668748468160629,0.4388658404350281,0.5225851535797119,-0.0799252465367317,0.4979115128517151,0.5865296125411987,-0.0034445105120539,0.4601454734802246,0.5867004990577698,0.003345427569001913,0.4959540367126465,0.7257983088493347,-0.001971100689843297,0.4633063673973083,0.7286016941070557,0.0082120290026068,0.4782841891050339,0.3428962081670761,-0.2602539882063865,0.5231074690818787,0.6125977039337158,-0.1473234146833419,0.4402393028140068,0.6308871358633041,-0.1626346223056316,0.4915817677974701,0.8669182658195496,0.0750606168682376,0.4663091997305552,0.8695630033810934,0.0870187152177095,,vertical,frontal
0.27,0.4724393784999847,0.3624576330184936,-0.2600924968719482,0.512286365032196,0.4130198657512665,-0.1208646148443222,0.4454289078712463,0.4208884835243225,-0.1246057972311973,0.52134770154953,0.5081258416175842,-0.0663812160491943,0.4387238025665283,0.5226163268089294,-0.0823589190840721,0.4979105591773987,0.5863052010536194,-0.0034780965652316,0.4601542353630066,0.5866926312446594,0.003379024798050523,0.495841920375824,0.7257619500160217,-0.002018683822825551,0.4633174836635589,0.7286012172698975,0.0086069535464048,0.4782785534858703,0.343393674492836,-0.2653470754623413,0.5228172093629837,0.6125864088535309,-0.1476721614599228,0.4402358084917068,0.6308221071958542,-0.1653819195926189,0.4915541211764018,0.8667241930961609,0.0742410396536191,0.4664246141910553,0.8695904811223348,0.0866224107642968,,vertical,frontal
0.3,0.4724505841732025,0.3636305928230285,-0.265388548374176,0.5122673511505127,0.4126164615154266,-0.1238727495074272,0.4453879594802856,0.4208914339542389,-0.1286225914955139,0.5212505459785461,0.5080018639564514,-0.0676810815930366,0.4386214911937713,0.5225915908813477,-0.0858239755034446,0.4978987872600555,0.5860280394554138,-0.0035029861610382,0.4601548612117767,0.5866824984550476,0.0034038745798170567,0.4957131445407867,0.7257024645805359,0.00015045594773255289,0.4633347392082214,0.728486955165863,0.0099892485886812,0.4782859027385712,0.3442214637994766,-0.271114693582058,0.522687554359436,0.6126017868518829,-0.1504380069673061,0.4402510523796081,0.6307661980390549,-0.169568121433258,0.4915476342042287,0.8667526841163635,0.0729592765371004,0.4664908548196156,0.8696183164914449,0.0860265449931224,,vertical,frontal
0.33,0.4723611772060394,0.3654603362083435,-0.2748075723648071,0.5122201442718506,0.4124776422977447,-0.1328935623168945,0.4453858435153961,0.4208924174308777,-0.1351456642150879,0.5212120413780212,0.5076832175254822,-0.0739974007010459,0.438581109046936,0.5225603580474854,-0.0893163308501243,0.4978852570056915,0.5858808159828186,-0.0037099164910614,0.4601403474807739,0.5866833329200745,0.003608469385653734,0.4955584406852722,0.7256170511245728,0.0008623158792033792,0.4633322656154632,0.7284555435180664,0.0114780543372035,0.4782604306936264,0.3457368463277817,-0.2818449527025223,0.5225921124219894,0.6127000600099564,-0.1562713012099266,0.4402496069669723,0.6306301206350327,-0.1727754138410091,0.4914941589037577,0.8667911489804586,0.0721697366485993,0.4665209949016571,0.869814376036326,0.0857197009027004,,vertical,frontal
