segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta;Vertical
0.03;0.4840841591358185;0.31597551703453064;-0.22274760901927948;0.5203766822814941;0.37248319387435913;-0.08944517374038696;0.45699331164360046;0.37401145696640015;-0.08779320865869522;0.5261660218238831;0.4741474986076355;-0.04262249544262886;0.4492131471633911;0.47515761852264404;-0.04778469726443291;0.507969856262207;0.5431038737297058;-0.004657086916267872;0.4686810374259949;0.5440202355384827;0.004603201057761908;0.5093026161193848;0.6856845617294312;-0.007360108662396669;0.46232399344444275;0.6874445676803589;-0.0045102499425411224;0.49035913348197935;0.29692679941654204;-0.22490281909704207;0.5237189680337906;0.5747327208518982;-0.12533969804644585;0.44923434406518936;0.5813610106706619;-0.1349856574088335;0.5132049719492594;0.836862583955129;0.040841056033968925;0.454855074485143;0.8358788887659708;0.048738436152537666;;vertical;
0.07;0.48403623700141907;0.3158207833766937;-0.2267959713935852;0.5203544497489929;0.37292277812957764;-0.09167887270450592;0.4565753936767578;0.3739267885684967;-0.09711459279060364;0.5254533886909485;0.47605326771736145;-0.04268303140997887;0.44899147748947144;0.47510749101638794;-0.060359638184309006;0.5078663229942322;0.5432447791099548;-0.0031848608050495386;0.4684918522834778;0.5441204309463501;0.003129738848656416;0.5097126364707947;0.6857617497444153;-0.009288991801440716;0.4622320234775543;0.6881765127182007;-0.0061722686514258385;0.4903124123811722;0.2969243794679642;-0.22881410717964173;0.5234216153621674;0.5754085630178452;-0.12465037405490875;0.44937555491924286;0.5807367265224457;-0.14625589922070503;0.5129675269126892;0.837210456530253;0.05434417352080345;0.4559682309627533;0.8359442551930746;0.05232230635980765;;vertical;
0.1;0.4839881360530853;0.3157270848751068;-0.22722676396369934;0.5203378796577454;0.3731377422809601;-0.09230741113424301;0.45628097653388977;0.373823344707489;-0.09791192412376404;0.5252390503883362;0.4770722985267639;-0.042747024446725845;0.44884324073791504;0.4750688970088959;-0.06165875494480133;0.5077846646308899;0.5434657335281372;-0.002416021190583706;0.4683321416378021;0.5442937016487122;0.0023589394986629486;0.5099688768386841;0.6861534118652344;-0.010649367235600948;0.4621441960334778;0.6890560388565063;-0.007108728867024183;0.4902587115764618;0.29694061875343325;-0.22925374656915665;0.5233768075704575;0.576065868139267;-0.12428595870733261;0.4494452476501465;0.5802901089191437;-0.14764158055186272;0.5128202239672343;0.8375339110692342;0.0568800987675786;0.45638195673624676;0.8360143303871155;0.053689514907697834;;vertical;
0.13;0.4839842915534973;0.3156788647174835;-0.22287090122699738;0.5203353762626648;0.3732825517654419;-0.08775200694799423;0.4561285972595215;0.3737606108188629;-0.09726282954216003;0.5251318216323853;0.4773150682449341;-0.039074093103408813;0.4487544298171997;0.47503960132598877;-0.059222377836704254;0.5077316164970398;0.543747067451477;-0.0015340456739068031;0.46821823716163635;0.5444557070732117;0.0014782658545300364;0.5100672245025635;0.6867504119873047;-0.010811306536197662;0.462114542722702;0.689572274684906;-0.008853460662066936;0.4902321547269821;0.2969561696052551;-0.2247965157032013;0.5235165357589722;0.5760410279035568;-0.12199654243886471;0.44953548163175583;0.5799383819103241;-0.14568429440259933;0.5126886169115702;0.8377370436986288;0.05712474479029576;0.45650890469551086;0.8361129562060038;0.05341143223146597;;vertical;
0.17;0.4839860200881958;0.3156733214855194;-0.22264032065868378;0.5203416347503662;0.37334197759628296;-0.08720213174819946;0.4560794234275818;0.3736509084701538;-0.09601731598377228;0.5250067114830017;0.4774395525455475;-0.038270797580480576;0.4487171769142151;0.4749320447444916;-0.05878188833594322;0.5077193975448608;0.5438280701637268;-0.0010597540531307459;0.46816614270210266;0.5445408225059509;0.001005504745990038;0.5101263523101807;0.6869584321975708;-0.010929957032203674;0.4620745778083801;0.6899358630180359;-0.010019850917160511;0.490233838558197;0.29699691832065583;-0.22467863857746123;0.5239212960004807;0.5760108381509781;-0.1211162768304348;0.44959868490695953;0.5797451138496399;-0.14509928598999977;0.5126032630602518;0.8378490209579468;0.05601972993463278;0.45652637879053753;0.8363105853398641;0.0530848748361071;;vertical;
0.2;0.4840106666088104;0.3156808018684387;-0.21778875589370728;0.5203507542610168;0.3734292685985565;-0.08226655423641205;0.45605742931365967;0.37353771924972534;-0.09234373271465302;0.5250038504600525;0.47741395235061646;-0.03354055434465408;0.44863563776016235;0.47467538714408875;-0.05786850303411484;0.5077179670333862;0.5438907742500305;-0.0007256403914652765;0.46815764904022217;0.5446375608444214;0.0006758698145858943;0.510162889957428;0.6869713664054871;-0.010898915119469166;0.46202975511550903;0.6899920701980591;-0.011148691177368164;0.49024415016174316;0.29707400500774384;-0.21997233480215073;0.5245141535997391;0.5759769529104233;-0.11658935807645321;0.44973618537187576;0.5795130878686905;-0.14441545493900776;0.5125186045964559;0.837823490301768;0.05575334560126066;0.4565209448337555;0.8364404638608297;0.05246994054565827;;vertical;
0.23;0.4840334355831146;0.31571584939956665;-0.21488285064697266;0.5203677415847778;0.3734349310398102;-0.08022847026586533;0.45605215430259705;0.3734288215637207;-0.08872917294502258;0.5250012874603271;0.4773867726325989;-0.03233243525028229;0.44861358404159546;0.4745607376098633;-0.05536409094929695;0.5077130794525146;0.5438729524612427;-0.0007965474505908787;0.46815037727355957;0.5446648001670837;0.0007484781672246754;0.5101820230484009;0.6869066953659058;-0.011466704308986664;0.46191316843032837;0.6900142431259155;-0.011371226981282234;0.4902568101882935;0.29720415472984313;-0.2171830952167511;0.5252127647399902;0.5755703896284103;-0.11543218605220318;0.44981977343559265;0.5792758613824844;-0.14243030175566673;0.5123824675877889;0.8377484877904257;0.0541499728957812;0.45650870601336163;0.8366568485895792;0.04913163371384144;;vertical;
0.27;0.48403677344322205;0.3157542943954468;-0.21015016734600067;0.520393967628479;0.37350013852119446;-0.07704450190067291;0.4560527801513672;0.37338387966156006;-0.08322282880544662;0.5250197052955627;0.47746697068214417;-0.030816243961453438;0.4485771656036377;0.4745308756828308;-0.05014671012759209;0.5076848268508911;0.5438869595527649;-0.0008512800559401512;0.46812060475349426;0.5448181629180908;0.0008048900635913014;0.5102201700210571;0.6869314908981323;-0.012685622088611126;0.4617071747779846;0.6903097033500671;-0.011784754693508148;0.49024922847747804;0.2973020523786545;-0.21230753809213637;0.525783121585846;0.5751943141222;-0.11474110558629036;0.449917770922184;0.5788610875606537;-0.13854712806642056;0.512255867322286;0.8376188079516093;0.053124491746226944;0.456490417321523;0.8368244965871176;0.04801380385955175;;vertical;
0.3;0.48403704166412354;0.3157786428928375;-0.20833854377269745;0.5204161405563354;0.3734990060329437;-0.07562518864870071;0.45604828000068665;0.3733308017253876;-0.08135031163692474;0.5250669717788696;0.4774530529975891;-0.029173241928219795;0.44856515526771545;0.4745645225048065;-0.047875840216875076;0.5076533555984497;0.5438966751098633;-0.0008961069979704916;0.46810126304626465;0.54498690366745;0.0008483874262310565;0.5102683305740356;0.686866819858551;-0.01323402114212513;0.46149715781211853;0.6904059052467346;-0.01172862108796835;0.4902315825223923;0.2973873972892761;-0.21059982627630233;0.5263117104768753;0.5749367922544479;-0.11220264062285423;0.4500502794981003;0.5786087214946747;-0.13639358803629875;0.5121678908665975;0.8373631238937378;0.050315761007368565;0.4564516445000966;0.8369235793749491;0.04692652386923631;;vertical;
0.33;0.48404809832572937;0.31584227085113525;-0.20556144416332245;0.5204808115959167;0.3734997808933258;-0.07382844388484955;0.4560437500476837;0.37323564291000366;-0.07876874506473541;0.5251392722129822;0.47747084498405457;-0.02772408351302147;0.44849106669425964;0.4746098220348358;-0.04563554376363754;0.5076358914375305;0.5441691279411316;-0.0010110916336998343;0.4680781066417694;0.545688807964325;0.0009698197245597839;0.5102807879447937;0.6870158314704895;-0.013116204179823399;0.46131566166877747;0.6908805966377258;-0.011640587821602821;0.49023313224315646;0.2974886417388916;-0.2077919289469719;0.5265935361385345;0.5748092979192734;-0.11092401668429375;0.45029281079769135;0.5784835964441299;-0.13491432555019855;0.5120757023493449;0.8371485273043314;0.0504603236913681;0.45641598105430603;0.8370067675908407;0.04844262637197971;;vertical;
0.37;0.48405492305755615;0.3158908784389496;-0.20635344088077545;0.5205334424972534;0.37353765964508057;-0.07387954741716385;0.4560447335243225;0.37314850091934204;-0.07940881699323654;0.5251821875572205;0.47761157155036926;-0.027088377624750137;0.448401540517807;0.4746619164943695;-0.04599230736494064;0.5075785517692566;0.544345498085022;-0.0011507227318361402;0.4680236876010895;0.5460692644119263;0.001117355190217495;0.5103167295455933;0.687216579914093;-0.01343861036002636;0.4612424969673157;0.6914275884628296;-0.01148941833525896;0.49023422300815583;0.2975682348012924;-0.20853044390678405;0.5266890674829483;0.5746665596961975;-0.10986541956663132;0.4505072981119156;0.5784152448177338;-0.13528688438236713;0.5120006601015726;0.8371443152427673;0.04859464056789875;0.45638729135195416;0.837072471777598;0.048476070165634155;;vertical;
0.4;0.4840613305568695;0.3158973753452301;-0.2075469195842743;0.5205895900726318;0.3735477030277252;-0.07417744398117065;0.4560593068599701;0.37304607033729553;-0.08047527819871902;0.5253252983093262;0.47767284512519836;-0.026265092194080353;0.4483538568019867;0.4746624529361725;-0.04623100906610489;0.5075416564941406;0.5444470643997192;-0.001167448004707694;0.4680066406726837;0.546335756778717;0.0011377884075045586;0.5103870630264282;0.6872175931930542;-0.01363348588347435;0.4611358642578125;0.6919849514961243;-0.011437631212174892;0.4902386128902435;0.29759143590927123;-0.20969601422548295;0.5267914235591888;0.5745120644569397;-0.10823318734765053;0.4506446197628975;0.5783673971891403;-0.1362587958574295;0.51191778977712;0.8370982607205709;0.04809469170868397;0.4563428560892741;0.8373161554336548;0.04844877061744531;;vertical;
0.43;0.4840739965438843;0.31591469049453735;-0.20836076140403748;0.5206828117370605;0.3735429644584656;-0.07506168633699417;0.4561535120010376;0.372909277677536;-0.08098568022251129;0.5254729390144348;0.47768911719322205;-0.02710184082388878;0.44835174083709717;0.474516898393631;-0.046293120831251144;0.5075390338897705;0.5446940064430237;-0.001488613779656589;0.46800804138183594;0.546550989151001;0.0014632283709943295;0.510547935962677;0.6880607008934021;-0.013934632763266563;0.4610574543476105;0.692491888999939;-0.010312880389392376;0.49025288224220276;0.2976190835237503;-0.21031929701566696;0.5267661362886429;0.5745221078395844;-0.10910993628203869;0.4507656469941139;0.5783336162567139;-0.13741111010313034;0.5118937889734904;0.8370521068572998;0.049759055798252426;0.4562738637129466;0.837625781695048;0.05198816924045483;;vertical;
0.47;0.48408859968185425;0.3159244954586029;-0.20886431634426117;0.5207710862159729;0.3734372556209564;-0.07543721795082092;0.45623382925987244;0.37289339303970337;-0.08136116713285446;0.5256771445274353;0.4776979684829712;-0.02711738646030426;0.44839900732040405;0.47449418902397156;-0.0467478409409523;0.507556676864624;0.5451725125312805;-0.0017450173618271947;0.4680294990539551;0.5469889044761658;0.0017226337222382426;0.5107375979423523;0.689855694770813;-0.014419354498386383;0.46094945073127747;0.693223774433136;-0.009398199617862701;0.4902645468711853;0.29763568937778473;-0.2109806254506111;0.5267532169818878;0.5745161026716232;-0.1094316765666008;0.4509485810995102;0.5783438384532928;-0.13790887035429478;0.5119246244430542;0.8373595277468363;0.0511417631059885;0.45620571573575336;0.8379414677619934;0.055104159750044346;;vertical;
0.5;0.4841015934944153;0.31592705845832825;-0.20647358894348145;0.5208191275596619;0.3733372390270233;-0.07418607175350189;0.45626795291900635;0.3728889524936676;-0.0789313018321991;0.525780975818634;0.4777294993400574;-0.026638787239789963;0.4484352469444275;0.4744934141635895;-0.045503340661525726;0.5075543522834778;0.5460724234580994;-0.0020777981262654066;0.4680303931236267;0.5478174686431885;0.0020589169580489397;0.51100093126297;0.6922303438186646;-0.01521478034555912;0.4607640504837036;0.6940184235572815;-0.008447944186627865;0.49027838110923766;0.29764509201049805;-0.20870351046323776;0.5267436802387238;0.574539840221405;-0.10988021455705166;0.45111092925071716;0.5783315747976303;-0.13776417635381222;0.5119653741518656;0.8380088806152344;0.05423501351227363;0.45621350407600403;0.8381754557291666;0.06011705892160535;;vertical;
