segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiqueta;Vista
0.03;0.46401306986808777;0.3112129867076874;-0.10700062662363052;0.4971632957458496;0.35413840413093567;-0.2257544994354248;0.4793659448623657;0.36294668912887573;0.027891574427485466;0.5027827024459839;0.45720216631889343;-0.2506653070449829;0.4808225929737091;0.45539024472236633;0.07033610343933105;0.4950523376464844;0.5388816595077515;-0.07527578622102737;0.48188915848731995;0.5378568768501282;0.07523293793201447;0.4910937547683716;0.6763480305671692;-0.04563646763563156;0.4864904284477234;0.6691003441810608;0.1357845515012741;0.4679328978061676;0.2904157340526581;-0.1308475449681282;0.4824943318963051;0.5669968873262405;-0.25243042781949043;0.4714730829000473;0.5536048859357834;0.01615844371553976;0.4872882167498271;0.8209436734517416;-0.01695202027137081;0.48826271295547485;0.8024786909421285;0.20435297985871634;vertical;lado
0.07;0.4648740589618683;0.3108738958835602;-0.09598046541213989;0.49732705950737;0.3544088304042816;-0.21244774758815765;0.4805103540420532;0.3631152808666229;0.03636932000517845;0.5027278065681458;0.45687735080718994;-0.23444458842277527;0.48143020272254944;0.4555082321166992;0.0828031599521637;0.4945250451564789;0.5397182703018188;-0.07519107311964035;0.48189735412597656;0.5381472110748291;0.07514850795269012;0.4895857572555542;0.6798446178436279;-0.039126671850681305;0.48737701773643494;0.6706703901290894;0.13575191795825958;0.46864232420921326;0.29010056555271146;-0.11888422295451165;0.4821899086236954;0.5676731914281845;-0.2371172457933426;0.4718675911426544;0.5476021319627762;0.038076851051300764;0.4862815936406453;0.8209219773610433;-0.009595689053336779;0.48773587743441266;0.7982706626256307;0.21245837211608887;vertical;lado
0.1;0.46513524651527405;0.31061139702796936;-0.08892177045345306;0.4976033568382263;0.3554052412509918;-0.20739583671092987;0.4808986485004425;0.36411598324775696;0.04262303560972214;0.502241313457489;0.4568640887737274;-0.22916154563426971;0.48142507672309875;0.4557936489582062;0.08968585729598999;0.494486540555954;0.5405138731002808;-0.0752095878124237;0.48205387592315674;0.538494884967804;0.0751681923866272;0.4889574944972992;0.6821508407592773;-0.03877628594636917;0.48767682909965515;0.6720663905143738;0.1357724666595459;0.46890252232551577;0.28990872502326964;-0.11163090541958809;0.4815416634082794;0.5676975846290588;-0.23225310817360878;0.47189223766326904;0.5376662462949753;0.045443068258464336;0.48576004306475323;0.8209324280420939;-0.009974756898979345;0.48736315965652466;0.7964956363042196;0.2152917037407557;vertical;lado
0.13;0.4652305245399475;0.31056469678878784;-0.08740337193012238;0.4977666139602661;0.35601672530174255;-0.2070060819387436;0.4815985858440399;0.3643026053905487;0.04270453751087189;0.5017143487930298;0.4565310776233673;-0.22778479754924774;0.4814484119415283;0.45585691928863525;0.08895055949687958;0.49454769492149353;0.5414896607398987;-0.07520965486764908;0.4826328456401825;0.53934645652771;0.07516831904649734;0.488879919052124;0.6841356158256531;-0.03396573290228844;0.48805171251296997;0.6731565594673157;0.13583946228027344;0.46905397474765775;0.28986742794513704;-0.11036000438034535;0.4806790202856064;0.5674729943275452;-0.22989660501480103;0.47221335768699646;0.539893314242363;0.043654913548380136;0.4856541355450948;0.8208401203155518;0.0003636932621399562;0.4873686631520589;0.7958183685938517;0.21729099253813425;vertical;lado
0.17;0.46523845195770264;0.3105280101299286;-0.09117984771728516;0.49798786640167236;0.35635316371917725;-0.21039316058158875;0.4822230339050293;0.3643592894077301;0.040520306676626205;0.5010035634040833;0.45697614550590515;-0.2296224981546402;0.48178765177726746;0.4563981592655182;0.08631961047649384;0.4948175847530365;0.5426275134086609;-0.07518822699785233;0.483562707901001;0.5403401255607605;0.07514765113592148;0.48886504769325256;0.6854240298271179;-0.02799941971898079;0.48835256695747375;0.6740574240684509;0.14017179608345032;0.4690641283988953;0.2898047655820847;-0.11430684551596641;0.4787445515394211;0.5675740838050842;-0.22549407929182053;0.4726468324661255;0.542635902762413;0.03826991422101855;0.4856322209040324;0.8207512895266215;0.012326414386431376;0.48740315437316895;0.7951833605766296;0.22894382973512015;vertical;lado
0.2;0.4652729332447052;0.31071940064430237;-0.09289179742336273;0.49808329343795776;0.3564571142196655;-0.21183978021144867;0.4825703501701355;0.3643553555011749;0.039158254861831665;0.5007399320602417;0.4584135413169861;-0.23031894862651825;0.4822748899459839;0.456869512796402;0.08432697504758835;0.4950938820838928;0.5436848402023315;-0.07517891377210617;0.48417022824287415;0.5408782362937927;0.07514016330242157;0.4888309836387634;0.6859176754951477;-0.027658628299832344;0.48867565393447876;0.6741596460342407;0.14407116174697876;0.4690893739461899;0.2899166941642761;-0.11611595936119556;0.4762372300028801;0.5672292411327362;-0.2224646992981434;0.4726068899035454;0.5430362969636917;0.036869986448436975;0.4856446882088979;0.8207196791966757;0.012260134021441141;0.4874730904897054;0.7943655649820963;0.23529369135697684;vertical;lado
0.23;0.46528059244155884;0.3108884394168854;-0.0934922993183136;0.49814659357070923;0.35650816559791565;-0.21281839907169342;0.48281848430633545;0.36436158418655396;0.03845154866576195;0.5004326701164246;0.45944175124168396;-0.2309999167919159;0.48274827003479004;0.4572615623474121;0.08358293771743774;0.4953392446041107;0.543711245059967;-0.07520227134227753;0.4845348298549652;0.5409525036811829;0.0751630887389183;0.4887392222881317;0.6857408881187439;-0.029222803190350533;0.4888549745082855;0.6742136478424072;0.1442207545042038;0.4691096693277359;0.29013147950172424;-0.1166833583265543;0.47470773011446;0.5665398836135864;-0.2227422073483467;0.4725200980901718;0.5459202826023102;0.03607594780623913;0.4856334726015727;0.8206841945648193;0.007730436200896899;0.48757951458295185;0.7938734292984009;0.23274366557598114;vertical;lado
0.27;0.4652782678604126;0.31101545691490173;-0.09370841830968857;0.4981651306152344;0.3565157353878021;-0.2147487998008728;0.48318809270858765;0.3643593490123749;0.03811788931488991;0.5004431009292603;0.4599568247795105;-0.2311130315065384;0.48457393050193787;0.45751890540122986;0.08348570019006729;0.4957948327064514;0.5440504550933838;-0.07560420781373978;0.4851248860359192;0.5413081049919128;0.07556835561990738;0.48856121301651;0.6855126619338989;-0.027785303071141243;0.4890974164009094;0.6742056012153625;0.1485518217086792;0.46909902095794676;0.29030443727970123;-0.11695648953318596;0.47300059348344803;0.5656106621026993;-0.2248600497841835;0.472630999982357;0.5473074167966843;0.0318319289945066;0.48565004269282025;0.8206798434257507;0.012470302482446035;0.48796001076698303;0.7938931584358215;0.24086657663186392;vertical;lado
0.3;0.4651927351951599;0.31107664108276367;-0.10083702951669693;0.4982417821884155;0.3565247356891632;-0.22155500948429108;0.4833318293094635;0.36436212062835693;0.0338391549885273;0.5004618763923645;0.4609920382499695;-0.2384597659111023;0.48557209968566895;0.45802006125450134;0.07677478343248367;0.49677222967147827;0.543991208076477;-0.0759139433503151;0.48528775572776794;0.5413311719894409;0.075874462723732;0.4884433150291443;0.685318112373352;-0.027675822377204895;0.4891279637813568;0.6741569638252258;0.15149518847465515;0.4689580023288727;0.29034766256809236;-0.12436268143355847;0.47126785665750504;0.5654507130384445;-0.22701122239232063;0.47283536940813065;0.54901123046875;0.023605179972946644;0.4856443206469218;0.8206110000610352;0.013276562094688416;0.48842644691467285;0.7934663494427999;0.24282770852247873;vertical;lado
0.33;0.4650724232196808;0.31120678782463074;-0.10092756152153015;0.4982467591762543;0.35647961497306824;-0.22299669682979584;0.4834229052066803;0.36416104435920715;0.03408345207571983;0.5005157589912415;0.46093329787254333;-0.24064141511917114;0.48621466755867004;0.4580012559890747;0.0768594741821289;0.497487336397171;0.5438565015792847;-0.07667132467031479;0.4855034351348877;0.5411536693572998;0.07663631439208984;0.48841339349746704;0.6852092146873474;-0.028774753212928772;0.4892122149467468;0.6739627718925476;0.15769316256046295;0.46873499751091;0.2904757261276245;-0.12474804446101188;0.47088684886693954;0.5626922845840454;-0.22669998556375504;0.4730219691991806;0.5480716824531555;0.02347549982368946;0.48555989066759747;0.8206677238146464;0.010184907664855322;0.4888887405395508;0.7923180262247721;0.2530936847130458;vertical;lado
