segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta;Vista
0.03;0.5440423488616943;0.3316010534763336;-0.09964035451412201;0.517301082611084;0.3915455639362335;0.08221133798360825;0.5202887058258057;0.3925943374633789;-0.21352186799049377;0.5266633033752441;0.5155704617500305;0.09630291163921356;0.5255763530731201;0.5219612121582031;-0.24416665732860565;0.5175014138221741;0.6090818643569946;0.09336088597774506;0.5224635601043701;0.6130654811859131;-0.09342293441295624;0.5189641118049622;0.7617193460464478;0.15237030386924744;0.5192702412605286;0.772325873374939;-0.04170410707592964;0.5410510122776031;0.3102232158184052;-0.08694783002138137;0.5406163185834885;0.628960058093071;0.02466273889876902;0.5415171980857849;0.6464342325925827;-0.22888096049427986;0.5237997571627299;0.9166275262832642;0.23924090464909872;0.5257918039957682;0.9443122347195944;0.025886328270037968;;vertical;lado
0.07;0.5440871119499207;0.3318541646003723;-0.1076117604970932;0.5164888501167297;0.3915339708328247;0.08034823089838028;0.520409107208252;0.39255577325820923;-0.22404000163078308;0.5222256183624268;0.5156819820404053;0.09655991196632385;0.5254198312759399;0.5226030349731445;-0.2590291500091553;0.517498791217804;0.6118914484977722;0.09556522220373154;0.5225523114204407;0.6146114468574524;-0.09567754715681076;0.5198718309402466;0.7618705034255981;0.16016057133674622;0.5183209180831909;0.7727397680282593;-0.03796055167913437;0.541194063425064;0.31027726233005526;-0.09404921438544989;0.5400450676679611;0.6286309361457825;0.032252329867333174;0.5416400134563446;0.6465049386024475;-0.2555460184812546;0.5239959756533304;0.9181172251701355;0.25651979943116504;0.5255364576975504;0.9445074995358785;0.034317548076311745;;vertical;lado
0.1;0.5441412329673767;0.33196690678596497;-0.11440052092075348;0.5160269737243652;0.3915335237979889;0.07616282254457474;0.520469605922699;0.3925864100456238;-0.23026414215564728;0.5211756825447083;0.5157529711723328;0.09635655581951141;0.5252029299736023;0.5237139463424683;-0.2669108510017395;0.5175495147705078;0.6137677431106567;0.09623893350362778;0.5226283073425293;0.6161649823188782;-0.09636175632476807;0.5201075673103333;0.7618891000747681;0.16222409904003143;0.5176789164543152;0.77276611328125;-0.036409150809049606;0.541286563873291;0.310273802280426;-0.10073743071407079;0.5401455461978912;0.6284117102622986;0.036121954675763845;0.5417071431875229;0.6470986902713776;-0.2682725414633751;0.5239956776301066;0.919114351272583;0.2603874206542969;0.5254135330518087;0.9444888035456339;0.03709650474290053;;vertical;lado
0.13;0.5443565249443054;0.3320828378200531;-0.11318543553352356;0.5160413384437561;0.3915984034538269;0.0764622837305069;0.5204658508300781;0.3930279314517975;-0.2300892025232315;0.5201404690742493;0.5160568356513977;0.09578370302915573;0.5248461365699768;0.5250815749168396;-0.2658393681049347;0.518064558506012;0.6158544421195984;0.09684956818819046;0.5227068662643433;0.6181962490081787;-0.09696795046329498;0.5202471613883972;0.7619250416755676;0.16237735748291016;0.5174114108085632;0.7728082537651062;-0.03596903756260872;0.5414615929126739;0.31028952896595;-0.0994272317737341;0.5370236337184906;0.6305579543113708;0.03460430633276701;0.5417550802230835;0.6488266736268997;-0.2614048533141613;0.5241511066754659;0.9197600682576498;0.2597503066062927;0.5253453850746155;0.9445816477139791;0.037017341082294784;;vertical;lado
0.17;0.5448029041290283;0.3321800231933594;-0.1142231822013855;0.5160762071609497;0.3917113244533539;0.07637282460927963;0.5204168558120728;0.39372697472572327;-0.23263409733772278;0.5198650360107422;0.5162705183029175;0.09578094631433487;0.5246919393539429;0.5259535312652588;-0.2691182792186737;0.5186421275138855;0.6169294714927673;0.09746824204921722;0.5227044224739075;0.619418740272522;-0.09758027642965317;0.5213492512702942;0.7619256377220154;0.16265854239463806;0.5169900059700012;0.7728005051612854;-0.036092232912778854;0.5417409598827362;0.3102950543165207;-0.100301668420434;0.5356414169073105;0.631422832608223;0.03364649787545204;0.5418705642223358;0.6498844772577286;-0.26621246337890625;0.5247366428375244;0.9198699394861857;0.26119137307008106;0.5253363649050394;0.9445781111717224;0.0372657993187507;;vertical;lado
0.2;0.5450452566146851;0.3321674168109894;-0.11432076245546341;0.5160744786262512;0.391710489988327;0.07618521898984909;0.5203756093978882;0.39376455545425415;-0.23222605884075165;0.519859254360199;0.5162718296051025;0.09578339755535126;0.5246694087982178;0.5260876417160034;-0.2685514986515045;0.5188539624214172;0.6170068383216858;0.09756001830101013;0.5228144526481628;0.619534432888031;-0.09766843169927597;0.5220348238945007;0.7619098424911499;0.1619049608707428;0.516710102558136;0.7726666331291199;-0.036789122968912125;0.5418353497982025;0.3100699484348297;-0.10049854535609484;0.5360114127397537;0.631367102265358;0.033952399622648954;0.5420377850532532;0.6498983949422836;-0.2663036808371544;0.5250198046366373;0.9198384881019592;0.25866976380348206;0.5253739754358927;0.9445588986078898;0.03507125284522772;;vertical;lado
0.23;0.5453043580055237;0.33215445280075073;-0.11315124481916428;0.5160591006278992;0.39168882369995117;0.07632981240749359;0.5203030109405518;0.39376214146614075;-0.23054304718971252;0.5195850729942322;0.5162777304649353;0.09592203795909882;0.5245628356933594;0.5260433554649353;-0.2665671706199646;0.5189720988273621;0.6167840957641602;0.0975777879357338;0.5230683088302612;0.6193881630897522;-0.09768161177635193;0.5223418474197388;0.7616738080978394;0.16130051016807556;0.516431450843811;0.7724606990814209;-0.03890588507056236;0.5419835269451141;0.3099656909704208;-0.09946899693459273;0.536355048418045;0.6313022077083588;0.033908672630786896;0.5421131700277328;0.6498613208532333;-0.26506759971380234;0.5250244935353597;0.9196034471193949;0.2566671719153722;0.5253040194511414;0.9443568189938863;0.02696068026125431;;vertical;lado
0.27;0.5455077290534973;0.3321295976638794;-0.11063186079263687;0.5159218907356262;0.39168035984039307;0.07912388443946838;0.5202808976173401;0.39377763867378235;-0.2299845665693283;0.5184412002563477;0.5164156556129456;0.0969415083527565;0.5245521664619446;0.5260045528411865;-0.26514723896980286;0.5189899802207947;0.6166718602180481;0.09775516390800476;0.5232654809951782;0.6193625330924988;-0.0978519544005394;0.5225266218185425;0.7610528469085693;0.15868829190731049;0.5162572860717773;0.7718666791915894;-0.040398888289928436;0.5421285986900329;0.3098760455846786;-0.09652499184012413;0.5351287126541138;0.6313213258981705;0.03406846569851041;0.5421765446662903;0.6497361809015274;-0.26154445111751556;0.5248635609944662;0.9194393356641134;0.2491991619269053;0.5251072843869528;0.944279690583547;0.021649308502674103;;vertical;lado
0.3;0.5456007719039917;0.3321355879306793;-0.10698247700929642;0.5158316493034363;0.391672819852829;0.08079685270786285;0.5201942324638367;0.3938613831996918;-0.22764693200588226;0.5176008939743042;0.5165610909461975;0.09713251888751984;0.5244715809822083;0.5260009765625;-0.2632288932800293;0.5190863609313965;0.6166961789131165;0.0976986512541771;0.5234172344207764;0.6193780899047852;-0.09779427200555801;0.5226278901100159;0.7610663175582886;0.15819057822227478;0.5161789655685425;0.771869421005249;-0.039924364537000656;0.5422243356704712;0.30985800325870516;-0.09276721607893705;0.5323455333709717;0.6321126371622086;0.033867249730974436;0.5424637496471405;0.6497113406658173;-0.2582465782761574;0.5248015324274699;0.9194418986638387;0.24830942352612814;0.5251722534497579;0.9442081252733866;0.023121907686193783;;vertical;lado
0.33;0.5456042289733887;0.3322024345397949;-0.10330341756343842;0.515677273273468;0.39169842004776;0.08129287511110306;0.5201520919799805;0.39400890469551086;-0.22241780161857605;0.5160866975784302;0.5168407559394836;0.09673135727643967;0.52442866563797;0.5261241793632507;-0.2574188709259033;0.5190969705581665;0.6167563796043396;0.09719379246234894;0.52373868227005;0.6194160580635071;-0.09728426486253738;0.5226097702980042;0.7611151337623596;0.15637682378292084;0.5161926746368408;0.7718961834907532;-0.03881578892469406;0.5422526776790619;0.30987670719623567;-0.08919807951897382;0.5294223725795746;0.6337525099515915;0.03355413768440485;0.5423935651779175;0.6501269638538361;-0.2515386790037155;0.5246067444483439;0.9193905393282572;0.24496513605117798;0.5252891977628072;0.9440776705741882;0.02383372125526269;;vertical;lado
0.37;0.5456268191337585;0.33225399255752563;-0.10310743749141693;0.5155600905418396;0.3918440043926239;0.07925917208194733;0.5201486349105835;0.39444980025291443;-0.22027483582496643;0.5148289799690247;0.5179417729377747;0.09117443114519119;0.5244202017784119;0.5270832777023315;-0.25368157029151917;0.5190894603729248;0.6170005798339844;0.09586819261312485;0.5239537954330444;0.6198611855506897;-0.09595368057489395;0.5225772857666016;0.761371374130249;0.15639492869377136;0.5163721442222595;0.7720692157745361;-0.03379634767770767;0.5422664523124695;0.30988816916942596;-0.08911520894616842;0.5255607515573502;0.636899784207344;0.027193567948415875;0.5419747084379196;0.6520201712846756;-0.2447696328163147;0.5241709351539612;0.919103721777598;0.24533426761627197;0.5253549416859945;0.9439814488093058;0.03258145321160555;;vertical;lado
0.4;0.5458410978317261;0.33244839310646057;-0.10272811353206635;0.5154809951782227;0.39200788736343384;0.07885076105594635;0.5201483964920044;0.39483359456062317;-0.2198195606470108;0.5140329599380493;0.5186110734939575;0.08977580815553665;0.5244117379188538;0.527605414390564;-0.2527884542942047;0.5190772414207458;0.6170647740364075;0.09558965265750885;0.5239994525909424;0.6199315190315247;-0.09567425400018692;0.5225909352302551;0.761641800403595;0.15591856837272644;0.5165607929229736;0.7722095251083374;-0.0335351899266243;0.5423987507820129;0.3099357336759567;-0.08869623877108097;0.5230443775653839;0.6386140137910843;0.0260570899117738;0.5409508645534515;0.6529646515846252;-0.24357877671718597;0.5241202712059021;0.9191278219223022;0.24533504247665405;0.5253109534581503;0.944034735361735;0.03235138518114885;;vertical;lado
