segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta
0.03;0.37750229239463806;0.2089380919933319;-0.22385799884796143;0.43225207924842834;0.29709404706954956;-0.11582926660776138;0.340727835893631;0.29123640060424805;-0.09085008502006531;0.4358031153678894;0.4364752173423767;-0.0914032831788063;0.33079084753990173;0.42108237743377686;-0.07355821877717972;0.41274476051330566;0.5439290404319763;-0.010996406897902489;0.36059871315956116;0.54099041223526;0.01096992939710617;0.4179869294166565;0.7218434810638428;0.019636498764157295;0.3649807572364807;0.7208517789840698;0.04185793548822403;0.38403635025024413;0.18298041373491286;-0.22596134692430497;0.38771411776542664;0.5438158512115479;-0.17754903063178062;0.37079764902591705;0.5350953787565231;-0.17431875318288803;0.41740896304448444;0.9022235075632731;0.1102439413468043;0.36760661005973816;0.9076938629150391;0.1280243086318175;;vertical
0.07;0.3779281675815582;0.21106411516666412;-0.2543518543243408;0.43226170539855957;0.2991933226585388;-0.1305733323097229;0.3403381407260895;0.29256418347358704;-0.11185488849878311;0.4354117512702942;0.43847253918647766;-0.10158777236938477;0.33105751872062683;0.42385047674179077;-0.09056321531534195;0.41261035203933716;0.5399878621101379;-0.012327940203249454;0.36037442088127136;0.5405983328819275;0.012331578880548477;0.4185846745967865;0.7201554775238037;-0.0001989940064959228;0.36474019289016724;0.7208865880966187;0.03695371747016907;0.3845007300376892;0.18464073091745375;-0.2572550803422928;0.387233704328537;0.543830469250679;-0.19062773883342743;0.3717813566327095;0.5381089001893997;-0.1953122690320015;0.419018159310023;0.9017953077952067;0.0862504132091999;0.3677658538023631;0.9082451462745667;0.11248895898461342;;vertical
0.1;0.3783862292766571;0.21261323988437653;-0.2580893635749817;0.4322558045387268;0.30105435848236084;-0.13341300189495087;0.3401026129722595;0.2934374213218689;-0.11755020171403885;0.43496173620224;0.44070202112197876;-0.1049412339925766;0.33107855916023254;0.4250493347644806;-0.09879125654697418;0.4124794602394104;0.538540780544281;-0.012307285331189632;0.36006489396095276;0.5403490662574768;0.012310364283621311;0.4189246594905853;0.719091534614563;-0.0024605849757790565;0.3646833598613739;0.7210178971290588;0.03423639386892319;0.38486447930336;0.185698464512825;-0.26055948138237;0.38628219068050385;0.544194370508194;-0.1944059282541275;0.372345469892025;0.5401724427938461;-0.20311415567994118;0.4194718798001607;0.9015140732129415;0.08967745210975409;0.3682231108347575;0.9081412355105082;0.11358258624871571;;vertical
0.13;0.37852638959884644;0.21388909220695496;-0.26641085743904114;0.43220385909080505;0.3027710020542145;-0.13890624046325684;0.33973273634910583;0.29417484998703003;-0.12534333765506744;0.43446382880210876;0.4425511658191681;-0.11043726652860641;0.3310719132423401;0.427592009305954;-0.1070621982216835;0.41243064403533936;0.5381519794464111;-0.012276691384613514;0.3598954975605011;0.5402560830116272;0.012280968017876148;0.4190409779548645;0.718980610370636;-0.0037185358814895153;0.36470827460289;0.7215827107429504;0.031793925911188126;0.3850205957889557;0.1865378737449646;-0.26871671080589293;0.38568399101495743;0.5450659245252609;-0.20101194456219673;0.372866228222847;0.5418614149093628;-0.21061376482248306;0.4199753999710083;0.9017199873924255;0.09298711953063805;0.3683676024278005;0.9081193804740906;0.11454121147592862;;vertical
0.17;0.3786216676235199;0.2148783951997757;-0.26718252897262573;0.4320009648799896;0.3032743036746979;-0.13910365104675293;0.33913150429725647;0.29453203082084656;-0.1251574605703354;0.43420255184173584;0.44319266080856323;-0.11087607592344284;0.33087700605392456;0.42918556928634644;-0.10671460628509521;0.41238367557525635;0.5379553437232971;-0.012258397415280342;0.3598770201206207;0.5402502417564392;0.012261557392776012;0.41911110281944275;0.7184854745864868;-0.006000349763780832;0.3647804260253906;0.721680760383606;0.03001805953681469;0.38513498306274413;0.18726410567760468;-0.2695063903927803;0.3855244442820549;0.5452681481838226;-0.20258226990699768;0.3731803596019745;0.5426882356405258;-0.20993243902921677;0.4199096957842509;0.9013873140017191;0.09392327287544806;0.3685666620731354;0.9077627857526144;0.11444256330529849;;vertical
0.2;0.3786690831184387;0.21583980321884155;-0.2653404176235199;0.43179163336753845;0.3033822774887085;-0.13812978565692902;0.3385677933692932;0.29453882575035095;-0.12293625622987747;0.4340643882751465;0.4435003399848938;-0.11027926951646805;0.33068418502807617;0.42935532331466675;-0.10419578105211258;0.41229599714279175;0.5380035042762756;-0.012225951068103313;0.3598212003707886;0.5402501821517944;0.012233237735927105;0.4191388189792633;0.7182661890983582;-0.004750809166580439;0.3647820055484772;0.7216769456863403;0.02858826331794262;0.38516422510147097;0.1879259616136551;-0.26805511564016343;0.38547171652317047;0.5454913228750229;-0.20243682712316513;0.3732662722468376;0.543516680598259;-0.2077360898256302;0.4199362297852834;0.9005625049273173;0.09503988859554131;0.3685768445332845;0.9074843327204386;0.11372254167993863;;vertical
0.23;0.3788391351699829;0.2172136902809143;-0.27061453461647034;0.43158793449401855;0.30339688062667847;-0.143411785364151;0.3381372392177582;0.29454609751701355;-0.12639738619327545;0.43400073051452637;0.4436326324939728;-0.11537390202283859;0.33048754930496216;0.4292268753051758;-0.10669726133346558;0.4122723340988159;0.5380487442016602;-0.012421381659805775;0.3597489893436432;0.540251612663269;0.012431269511580467;0.4193555414676666;0.7177755832672119;-0.006637662649154663;0.3647839426994324;0.72159343957901;0.029692761600017548;0.3852019876241684;0.18903759717941285;-0.27388318330049516;0.38542235642671585;0.5459442585706711;-0.20723272114992142;0.37334729731082916;0.5442164838314056;-0.20871401950716972;0.4200230936209361;0.9004574020703634;0.09190015153338511;0.36858584483464557;0.907115638256073;0.1146311250825723;;vertical
0.27;0.378865510225296;0.2179715633392334;-0.26992854475975037;0.43140965700149536;0.3033911883831024;-0.14148585498332977;0.33746957778930664;0.29501527547836304;-0.1281362622976303;0.43395373225212097;0.4435372054576874;-0.11271502822637558;0.33006423711776733;0.42908522486686707;-0.10851418226957321;0.41224971413612366;0.5379601716995239;-0.012282833456993103;0.3596789836883545;0.5401403903961182;0.012298517860472202;0.41965451836586;0.7172769904136658;-0.007952163927257061;0.36479097604751587;0.7213649153709412;0.027692224830389023;0.38514899611473086;0.18966888040304183;-0.27293754667043685;0.3860521838068962;0.5462011247873306;-0.2038731798529625;0.3732689768075943;0.5442959666252136;-0.20952017977833748;0.4201735059420268;0.9004704554875692;0.08725122859080632;0.368586132923762;0.9067659179369608;0.11066235974431038;;vertical
0.3;0.3788537383079529;0.2188892662525177;-0.25585880875587463;0.4310968816280365;0.30334141850471497;-0.12827380001544952;0.3366766571998596;0.2955758273601532;-0.11594811826944351;0.433959424495697;0.4434635043144226;-0.0986364558339119;0.32909807562828064;0.428987056016922;-0.09444283694028854;0.4122215807437897;0.5382533669471741;-0.011988530866801739;0.3596614897251129;0.5406239032745361;0.012017907574772835;0.4197668433189392;0.7174339890480042;-0.008424786850810051;0.36481648683547974;0.7212827205657959;0.024091213941574097;0.3849451541900635;0.19050905406475066;-0.2584269821643829;0.38838696479797363;0.5461845099925995;-0.20189237967133522;0.37082456797361374;0.5442508012056351;-0.2029450461268425;0.4201980034510295;0.9009703993797302;0.08089184947311878;0.368700514237086;0.9064956108729044;0.10471798107028008;;vertical
0.33;0.3787361681461334;0.21931108832359314;-0.2559032738208771;0.43039146065711975;0.30331724882125854;-0.1284361481666565;0.33572426438331604;0.29607999324798584;-0.1136971265077591;0.4340801239013672;0.44339749217033386;-0.0974218025803566;0.3277973234653473;0.4289625585079193;-0.08822861313819885;0.41213420033454895;0.5414056777954102;-0.012013436295092106;0.35966017842292786;0.5445976257324219;0.012042272835969925;0.41978105902671814;0.7193272113800049;-0.00682345824316144;0.36480075120925903;0.7227354049682617;0.028000328689813614;0.3845622569322586;0.19112714678049086;-0.258441635966301;0.3889068216085434;0.5517198443412781;-0.1991242840886116;0.365649551153183;0.5460339188575745;-0.19855402037501335;0.42015978693962097;0.9016761978467306;0.084170152588437;0.3688146670659383;0.9062749544779459;0.12279519687096278;;vertical
