segundo,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,cara_prom_x,cara_prom_y,cara_prom_z,mano_izquierda_prom_x,mano_izquierda_prom_y,mano_izquierda_prom_z,mano_derecha_prom_x,mano_derecha_prom_y,mano_derecha_prom_z,pie_izquierdo_prom_x,pie_izquierdo_prom_y,pie_izquierdo_prom_z,pie_derecho_prom_x,pie_derecho_prom_y,pie_derecho_prom_z,Unnamed: 43,Etiqueta,Vertical
0.03,0.4840841591358185,0.3159755170345306,-0.2227476090192794,0.5203766822814941,0.3724831938743591,-0.0894451737403869,0.4569933116436004,0.3740114569664001,-0.0877932086586952,0.5261660218238831,0.4741474986076355,-0.0426224954426288,0.4492131471633911,0.475157618522644,-0.0477846972644329,0.507969856262207,0.5431038737297058,-0.004657086916267872,0.4686810374259949,0.5440202355384827,0.004603201057761908,0.5093026161193848,0.6856845617294312,-0.0073601086623966,0.4623239934444427,0.6874445676803589,-0.0045102499425411,0.4903591334819793,0.296926799416542,-0.224902819097042,0.5237189680337906,0.5747327208518982,-0.1253396980464458,0.4492343440651893,0.5813610106706619,-0.1349856574088335,0.5132049719492594,0.836862583955129,0.0408410560339689,0.454855074485143,0.8358788887659708,0.048738436152537666,,vertical,
0.07,0.484036237001419,0.3158207833766937,-0.2267959713935852,0.5203544497489929,0.3729227781295776,-0.0916788727045059,0.4565753936767578,0.3739267885684967,-0.0971145927906036,0.5254533886909485,0.4760532677173614,-0.0426830314099788,0.4489914774894714,0.4751074910163879,-0.060359638184309,0.5078663229942322,0.5432447791099548,-0.0031848608050495386,0.4684918522834778,0.5441204309463501,0.003129738848656416,0.5097126364707947,0.6857617497444153,-0.0092889918014407,0.4622320234775543,0.6881765127182007,-0.0061722686514258,0.4903124123811722,0.2969243794679642,-0.2288141071796417,0.5234216153621674,0.5754085630178452,-0.1246503740549087,0.4493755549192428,0.5807367265224457,-0.146255899220705,0.5129675269126892,0.837210456530253,0.0543441735208034,0.4559682309627533,0.8359442551930746,0.05232230635980765,,vertical,
0.1,0.4839881360530853,0.3157270848751068,-0.2272267639636993,0.5203378796577454,0.3731377422809601,-0.092307411134243,0.4562809765338897,0.373823344707489,-0.097911924123764,0.5252390503883362,0.4770722985267639,-0.0427470244467258,0.448843240737915,0.4750688970088959,-0.0616587549448013,0.5077846646308899,0.5434657335281372,-0.002416021190583706,0.4683321416378021,0.5442937016487122,0.0023589394986629486,0.5099688768386841,0.6861534118652344,-0.0106493672356009,0.4621441960334778,0.6890560388565063,-0.0071087288670241,0.4902587115764618,0.2969406187534332,-0.2292537465691566,0.5233768075704575,0.576065868139267,-0.1242859587073326,0.4494452476501465,0.5802901089191437,-0.1476415805518627,0.5128202239672343,0.8375339110692342,0.0568800987675786,0.4563819567362467,0.8360143303871155,0.053689514907697834,,vertical,
0.13,0.4839842915534973,0.3156788647174835,-0.2228709012269973,0.5203353762626648,0.3732825517654419,-0.0877520069479942,0.4561285972595215,0.3737606108188629,-0.09726282954216,0.5251318216323853,0.4773150682449341,-0.0390740931034088,0.4487544298171997,0.4750396013259887,-0.0592223778367042,0.5077316164970398,0.543747067451477,-0.0015340456739068031,0.4682182371616363,0.5444557070732117,0.0014782658545300364,0.5100672245025635,0.6867504119873047,-0.0108113065361976,0.462114542722702,0.689572274684906,-0.0088534606620669,0.4902321547269821,0.2969561696052551,-0.2247965157032013,0.5235165357589722,0.5760410279035568,-0.1219965424388647,0.4495354816317558,0.5799383819103241,-0.1456842944025993,0.5126886169115702,0.8377370436986288,0.0571247447902957,0.4565089046955108,0.8361129562060038,0.05341143223146597,,vertical,
0.17,0.4839860200881958,0.3156733214855194,-0.2226403206586837,0.5203416347503662,0.3733419775962829,-0.0872021317481994,0.4560794234275818,0.3736509084701538,-0.0960173159837722,0.5250067114830017,0.4774395525455475,-0.0382707975804805,0.4487171769142151,0.4749320447444916,-0.0587818883359432,0.5077193975448608,0.5438280701637268,-0.0010597540531307459,0.4681661427021026,0.5445408225059509,0.001005504745990038,0.5101263523101807,0.6869584321975708,-0.0109299570322036,0.4620745778083801,0.6899358630180359,-0.0100198509171605,0.490233838558197,0.2969969183206558,-0.2246786385774612,0.5239212960004807,0.5760108381509781,-0.1211162768304348,0.4495986849069595,0.5797451138496399,-0.1450992859899997,0.5126032630602518,0.8378490209579468,0.0560197299346327,0.4565263787905375,0.8363105853398641,0.0530848748361071,,vertical,
0.2,0.4840106666088104,0.3156808018684387,-0.2177887558937072,0.5203507542610168,0.3734292685985565,-0.082266554236412,0.4560574293136596,0.3735377192497253,-0.092343732714653,0.5250038504600525,0.4774139523506164,-0.033540554344654,0.4486356377601623,0.4746753871440887,-0.0578685030341148,0.5077179670333862,0.5438907742500305,-0.0007256403914652765,0.4681576490402221,0.5446375608444214,0.0006758698145858943,0.510162889957428,0.6869713664054871,-0.0108989151194691,0.462029755115509,0.6899920701980591,-0.0111486911773681,0.4902441501617431,0.2970740050077438,-0.2199723348021507,0.5245141535997391,0.5759769529104233,-0.1165893580764532,0.4497361853718757,0.5795130878686905,-0.1444154549390077,0.5125186045964559,0.837823490301768,0.0557533456012606,0.4565209448337555,0.8364404638608297,0.05246994054565827,,vertical,
0.23,0.4840334355831146,0.3157158493995666,-0.2148828506469726,0.5203677415847778,0.3734349310398102,-0.0802284702658653,0.456052154302597,0.3734288215637207,-0.0887291729450225,0.5250012874603271,0.4773867726325989,-0.0323324352502822,0.4486135840415954,0.4745607376098633,-0.0553640909492969,0.5077130794525146,0.5438729524612427,-0.0007965474505908787,0.4681503772735595,0.5446648001670837,0.0007484781672246754,0.5101820230484009,0.6869066953659058,-0.0114667043089866,0.4619131684303283,0.6900142431259155,-0.0113712269812822,0.4902568101882935,0.2972041547298431,-0.2171830952167511,0.5252127647399902,0.5755703896284103,-0.1154321860522031,0.4498197734355926,0.5792758613824844,-0.1424303017556667,0.5123824675877889,0.8377484877904257,0.0541499728957812,0.4565087060133616,0.8366568485895792,0.04913163371384144,,vertical,
0.27,0.484036773443222,0.3157542943954468,-0.2101501673460006,0.520393967628479,0.3735001385211944,-0.0770445019006729,0.4560527801513672,0.37338387966156,-0.0832228288054466,0.5250197052955627,0.4774669706821441,-0.0308162439614534,0.4485771656036377,0.4745308756828308,-0.050146710127592,0.5076848268508911,0.5438869595527649,-0.0008512800559401512,0.4681206047534942,0.5448181629180908,0.0008048900635913014,0.5102201700210571,0.6869314908981323,-0.0126856220886111,0.4617071747779846,0.6903097033500671,-0.0117847546935081,0.490249228477478,0.2973020523786545,-0.2123075380921363,0.525783121585846,0.5751943141222,-0.1147411055862903,0.449917770922184,0.5788610875606537,-0.1385471280664205,0.512255867322286,0.8376188079516093,0.0531244917462269,0.456490417321523,0.8368244965871176,0.04801380385955175,,vertical,
0.3,0.4840370416641235,0.3157786428928375,-0.2083385437726974,0.5204161405563354,0.3734990060329437,-0.0756251886487007,0.4560482800006866,0.3733308017253876,-0.0813503116369247,0.5250669717788696,0.4774530529975891,-0.0291732419282197,0.4485651552677154,0.4745645225048065,-0.047875840216875,0.5076533555984497,0.5438966751098633,-0.0008961069979704916,0.4681012630462646,0.54498690366745,0.0008483874262310565,0.5102683305740356,0.686866819858551,-0.0132340211421251,0.4614971578121185,0.6904059052467346,-0.0117286210879683,0.4902315825223923,0.2973873972892761,-0.2105998262763023,0.5263117104768753,0.5749367922544479,-0.1122026406228542,0.4500502794981003,0.5786087214946747,-0.1363935880362987,0.5121678908665975,0.8373631238937378,0.0503157610073685,0.4564516445000966,0.8369235793749491,0.04692652386923631,,vertical,
0.33,0.4840480983257293,0.3158422708511352,-0.2055614441633224,0.5204808115959167,0.3734997808933258,-0.0738284438848495,0.4560437500476837,0.3732356429100036,-0.0787687450647354,0.5251392722129822,0.4774708449840545,-0.0277240835130214,0.4484910666942596,0.4746098220348358,-0.0456355437636375,0.5076358914375305,0.5441691279411316,-0.0010110916336998343,0.4680781066417694,0.545688807964325,0.0009698197245597839,0.5102807879447937,0.6870158314704895,-0.0131162041798233,0.4613156616687774,0.6908805966377258,-0.0116405878216028,0.4902331322431564,0.2974886417388916,-0.2077919289469719,0.5265935361385345,0.5748092979192734,-0.1109240166842937,0.4502928107976913,0.5784835964441299,-0.1349143255501985,0.5120757023493449,0.8371485273043314,0.0504603236913681,0.456415981054306,0.8370067675908407,0.04844262637197971,,vertical,
