segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiqueta
0.03;0.4817678928375244;0.18767958879470825;-0.23979289829730988;0.5329972505569458;0.2718273997306824;-0.08190354704856873;0.44099611043930054;0.27586910128593445;-0.0970916599035263;0.5457709431648254;0.40108048915863037;-0.025717338547110558;0.4280572831630707;0.4143501818180084;-0.06888692826032639;0.5132176876068115;0.5224193930625916;0.002949573565274477;0.4605591893196106;0.5215948224067688;-0.0030314866453409195;0.5104302763938904;0.7139520049095154;0.01715358905494213;0.4599916934967041;0.7156354188919067;0.010146016255021095;0.4900709390640259;0.15817283987998962;-0.23735983222723006;0.5435787886381149;0.5497006624937057;-0.12441312707960606;0.4337047189474106;0.5640533566474915;-0.1738896258175373;0.5016003648440043;0.8926625847816467;0.13744153827428818;0.4665847619374593;0.9003737370173136;0.12632257615526518;alejandose
0.07;0.48175182938575745;0.18768009543418884;-0.24033166468143463;0.5330846309661865;0.2714807689189911;-0.07278598845005035;0.44100356101989746;0.27568715810775757;-0.0941166877746582;0.5461480021476746;0.4012531340122223;-0.01336914673447609;0.4280049800872803;0.4145713448524475;-0.06000898405909538;0.5131253600120544;0.522088885307312;0.0032796564046293497;0.4605683982372284;0.5213890075683594;-0.003367155324667692;0.5099011659622192;0.7138263583183289;0.006980173289775848;0.46054643392562866;0.7152579426765442;0.0013380538439378142;0.49006132781505585;0.15822577029466628;-0.23841687589883803;0.5439117401838303;0.5481991916894913;-0.12311998941004276;0.4336940199136734;0.5638556182384491;-0.16893118619918823;0.5012579361597697;0.8934922218322754;0.13778080542882284;0.46703943610191345;0.8992235660552979;0.1275903321802616;alejandose
0.1;0.4817558228969574;0.18777942657470703;-0.24212120473384857;0.533242404460907;0.2712905704975128;-0.0718458816409111;0.44100505113601685;0.2756270468235016;-0.09319885075092316;0.5463307499885559;0.4012531042098999;-0.012890597805380821;0.4280015528202057;0.41471928358078003;-0.05731942877173424;0.513081431388855;0.5216408967971802;0.003308504819869995;0.4605969190597534;0.5210697054862976;-0.0033967483323067427;0.5094258785247803;0.7133392691612244;0.0013422239571809769;0.46099936962127686;0.7146625518798828;-0.0026121088303625584;0.49008055925369265;0.15844708383083345;-0.24048090875148773;0.5441316217184067;0.5473743826150894;-0.12384911254048347;0.43362442404031754;0.5637264102697372;-0.16853057965636253;0.5010644594828287;0.8938922882080078;0.1357478809853395;0.4672263165314992;0.8986927469571432;0.12638809035221735;alejandose
0.13;0.48175904154777527;0.18784542381763458;-0.24287812411785126;0.5334150195121765;0.27122941613197327;-0.07189711183309555;0.44100409746170044;0.27563855051994324;-0.09250879287719727;0.5464720726013184;0.4012569487094879;-0.013977865688502789;0.42797204852104187;0.4154418706893921;-0.05690731480717659;0.5130587816238403;0.5214502811431885;0.003311367006972432;0.46061909198760986;0.5209648013114929;-0.0033997055143117905;0.5090159177780151;0.713108241558075;-0.00020908833539579064;0.46121495962142944;0.7143793702125549;-0.003089312929660082;0.4900966376066208;0.15856973379850386;-0.2411857455968857;0.5442609935998917;0.5469768643379211;-0.12687025591731071;0.4336449205875397;0.5636068284511566;-0.16881497204303741;0.5008694926897684;0.893876314163208;0.13760696103175482;0.46731377641359967;0.8980031609535217;0.1278399924437205;alejandose
0.17;0.4817627966403961;0.1878626048564911;-0.24282029271125793;0.5338230729103088;0.27123019099235535;-0.07270226627588272;0.44104906916618347;0.2755965292453766;-0.09093163907527924;0.5466055274009705;0.40150824189186096;-0.014898214489221573;0.4279704689979553;0.4154025614261627;-0.05520384758710861;0.5130576491355896;0.5213456749916077;0.003040989162400365;0.4606964588165283;0.5208049416542053;-0.0031297996174544096;0.5088347792625427;0.7130077481269836;-0.0021024304442107677;0.4614090919494629;0.7142820954322815;-0.0027505357284098864;0.49013589024543763;0.15870616137981414;-0.24104577004909516;0.5444634258747101;0.5467943400144577;-0.13072336837649345;0.4336448535323143;0.5633630603551865;-0.16871121153235435;0.5007675588130951;0.8937757809956869;0.13803336645166078;0.46734683712323505;0.8975765109062195;0.12870612740516663;alejandose
0.2;0.48178306221961975;0.18796056509017944;-0.23900572955608368;0.5342535376548767;0.271255224943161;-0.0705886036157608;0.4411700963973999;0.2754484713077545;-0.08568674325942993;0.5467750430107117;0.40171268582344055;-0.014672251418232918;0.42797309160232544;0.4153665006160736;-0.05111870542168617;0.5130466818809509;0.5213754177093506;0.002606189576908946;0.460729718208313;0.5208056569099426;-0.00269523449242115;0.5087131857872009;0.7132362127304077;-0.005243734456598759;0.4615839719772339;0.7145488262176514;-0.002305317670106888;0.49021103978157043;0.15895362198352814;-0.23734568655490876;0.5445692241191864;0.5468079000711441;-0.13090106658637524;0.43366674333810806;0.5631649494171143;-0.16739946603775024;0.5007573962211609;0.8937952915827433;0.13929943864544234;0.4673507511615753;0.8974893490473429;0.13182804733514786;alejandose
0.23;0.48182451725006104;0.18804797530174255;-0.23790782690048218;0.5346612334251404;0.271255224943161;-0.06979674845933914;0.4413524270057678;0.2752264142036438;-0.0846615880727768;0.5469875335693359;0.40186628699302673;-0.014125787653028965;0.4279920756816864;0.4151868224143982;-0.05009051039814949;0.5130472183227539;0.5214778780937195;0.0025670910254120827;0.46077895164489746;0.52085280418396;-0.002656602067872882;0.5087180733680725;0.7136178612709045;-0.006966108456254005;0.4617067873477936;0.7150934338569641;-0.0024360204115509987;0.4902943462133408;0.1592351660132408;-0.2363598585128784;0.5446019023656845;0.5468189567327499;-0.1311736050993204;0.433710515499115;0.5630588680505753;-0.1668916754424572;0.5007364054520925;0.8938805262247721;0.1422925889492035;0.46730878949165344;0.8973227938016256;0.13596200570464134;alejandose
0.27;0.48188960552215576;0.18822042644023895;-0.2309805154800415;0.5349265933036804;0.27126243710517883;-0.06328517198562622;0.4416273236274719;0.27486923336982727;-0.08017304539680481;0.5471320748329163;0.40187135338783264;-0.008569583296775818;0.42800161242485046;0.4145398736000061;-0.04697087034583092;0.5130465626716614;0.521640956401825;0.0026353923603892326;0.46079152822494507;0.5210400819778442;-0.002726763254031539;0.5087347626686096;0.7139691114425659;-0.009027112275362015;0.4617826044559479;0.7157030701637268;-0.003234671428799629;0.4904208928346634;0.1596580997109413;-0.22934880703687668;0.5446044653654099;0.5467322617769241;-0.12939241714775562;0.4337427318096161;0.562971830368042;-0.16413870081305504;0.5007022122542063;0.8939774036407471;0.14629623045523962;0.46728624900182086;0.8970096906026205;0.13985206186771393;alejandose
0.3;0.4821470081806183;0.18833915889263153;-0.2282252013683319;0.5352166295051575;0.2712329030036926;-0.06109859421849251;0.44200876355171204;0.27459093928337097;-0.0779871940612793;0.5473068356513977;0.40186870098114014;-0.007377665489912033;0.42802807688713074;0.4136603772640228;-0.04626944661140442;0.5130901336669922;0.5217477679252625;0.0026199636049568653;0.4608532786369324;0.5210918188095093;-0.002710525179281831;0.5087392330169678;0.714225709438324;-0.007707308512181044;0.46194541454315186;0.7159339785575867;-0.0029220583382993937;0.49069889187812804;0.1597818359732628;-0.22652575969696045;0.5446008890867233;0.54656982421875;-0.12871615588665009;0.43374478071928024;0.5629159510135651;-0.16379759460687637;0.500664234161377;0.8941181302070618;0.14547252903381983;0.46727434794108075;0.8969805240631104;0.13850596671303114;alejandose
0.33;0.4829566180706024;0.18836437165737152;-0.22296179831027985;0.5353275537490845;0.27101075649261475;-0.055734265595674515;0.4424532651901245;0.2740664780139923;-0.07512281835079193;0.5474802851676941;0.4014877676963806;-0.0023521706461906433;0.42810583114624023;0.4124421179294586;-0.04440223425626755;0.5131614804267883;0.5219066143035889;0.0026996461674571037;0.46103718876838684;0.5212593674659729;-0.0027887781616300344;0.5087429881095886;0.7144091129302979;-0.006268163677304983;0.4621303975582123;0.7161861062049866;-0.002762110438197851;0.49137596487998964;0.15992072224617004;-0.2209998622536659;0.5445814728736877;0.5460948795080185;-0.12268996238708496;0.43379364907741547;0.5628523975610733;-0.1601708047091961;0.5006289978822073;0.8944384256998698;0.14516422152519226;0.4672726293404897;0.897094706694285;0.1381982391079267;alejandose
