segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta
0.03;0.4697718620300293;0.3181469142436981;-0.2731955349445343;0.5130845904350281;0.3633398115634918;-0.15705353021621704;0.4421525001525879;0.3733707368373871;-0.12555675208568573;0.553397536277771;0.4040972888469696;-0.1591728925704956;0.40301671624183655;0.42199623584747314;-0.09029349684715271;0.5002163052558899;0.5387042164802551;-0.012505771592259407;0.46109938621520996;0.5406932234764099;0.012521430850028992;0.5025212168693542;0.6731597185134888;-0.01421754527837038;0.46658244729042053;0.6751101613044739;0.013502455316483974;0.4755741596221924;0.2977710485458374;-0.2782567024230957;0.6064100116491318;0.4351852014660835;-0.2822582647204399;0.3504215106368065;0.46340686082839966;-0.17268286645412445;0.5025103191534678;0.8188907504081726;0.03559162529806296;0.4690803488095601;0.8183591961860657;0.07171480885396402;;vertical
0.07;0.46978285908699036;0.31815305352211;-0.27610400319099426;0.5129287838935852;0.3629912734031677;-0.15794289112091064;0.4422810673713684;0.372972697019577;-0.12924712896347046;0.5535693764686584;0.40462157130241394;-0.15181772410869598;0.40282872319221497;0.4219920039176941;-0.10009768605232239;0.5000737309455872;0.5390080213546753;-0.013083033263683319;0.4610114097595215;0.5409938097000122;0.013104904443025589;0.5025119185447693;0.6743954420089722;-0.009745167568325996;0.46658241748809814;0.6755086183547974;0.02266048453748226;0.47557091116905215;0.29785206615924836;-0.2823565021157265;0.6076860278844833;0.4351263791322708;-0.2560160607099533;0.35022079199552536;0.4638782739639282;-0.19109004363417625;0.502535492181778;0.8181921243667603;0.04186753245691458;0.4696331024169922;0.8182937105496725;0.08329839383562405;;vertical
0.1;0.469787061214447;0.3181675970554352;-0.2802827060222626;0.5128561854362488;0.3627625107765198;-0.16015858948230743;0.4422975182533264;0.3727967143058777;-0.13323403894901276;0.5537170767784119;0.40499693155288696;-0.15157678723335266;0.40254396200180054;0.42194297909736633;-0.10489056259393692;0.5000172853469849;0.5391705632209778;-0.013270298019051552;0.4609626233577728;0.5411818027496338;0.013294142670929432;0.5025087594985962;0.6750500202178955;-0.007160937413573265;0.4665820300579071;0.6758232712745667;0.025071293115615845;0.4755664527416229;0.2979201674461365;-0.28675629049539564;0.6082389801740646;0.4349813610315323;-0.2547222562134266;0.3500596880912781;0.4640914127230644;-0.19687746465206146;0.5025433997313181;0.8178131580352783;0.04551001265645027;0.4699191053708394;0.818265438079834;0.08653660242756207;;vertical
0.13;0.46978968381881714;0.31817469000816345;-0.2816585898399353;0.5128105878829956;0.362484872341156;-0.1616518795490265;0.4423149824142456;0.37267765402793884;-0.1338607370853424;0.5537481307983398;0.40499579906463623;-0.15210281312465668;0.4024207592010498;0.4218589663505554;-0.10456056147813797;0.49995097517967224;0.5391775369644165;-0.013475454412400723;0.4609338045120239;0.5412312150001526;0.013499914668500423;0.5024983286857605;0.6752951145172119;-0.007425740826874971;0.46658462285995483;0.6760749816894531;0.026638031005859375;0.4755571991205215;0.29797676503658294;-0.28816241174936297;0.608625054359436;0.43487799912691116;-0.25619376078248024;0.3497214838862419;0.4640914723277092;-0.1954842060804367;0.5025855302810669;0.8176111976305643;0.04475313797593117;0.47010910511016846;0.8182545304298401;0.08726224924127261;;vertical
0.17;0.46978938579559326;0.31819021701812744;-0.28538966178894043;0.5128005743026733;0.3622898757457733;-0.1652524769306183;0.44232177734375;0.37254610657691956;-0.13605400919914246;0.5540949702262878;0.40498754382133484;-0.1528722643852234;0.4022352397441864;0.42184922099113464;-0.1063665896654129;0.49989742040634155;0.5391877889633179;-0.013855542987585068;0.46088463068008423;0.5412967205047607;0.013883562758564949;0.502475380897522;0.6753808856010437;-0.007254098542034626;0.4665917456150055;0.6763190031051636;0.02835407294332981;0.47554007172584534;0.2980320185422897;-0.2921039775013924;0.6099535822868347;0.43483899533748627;-0.2575445622205734;0.34936539828777313;0.4640848860144615;-0.19833575934171677;0.5025737086931864;0.8174240787823995;0.04558073170483112;0.47025372584660846;0.8182356754938761;0.0894197194526593;;vertical
0.2;0.46978315711021423;0.31823188066482544;-0.2897942066192627;0.5127812027931213;0.3620215058326721;-0.1682613343000412;0.4423212707042694;0.37234437465667725;-0.13923320174217224;0.5545918941497803;0.40490490198135376;-0.1547413021326065;0.40215766429901123;0.42184773087501526;-0.1088302880525589;0.4998168647289276;0.5391977429389954;-0.013962031342089176;0.46077415347099304;0.5412960648536682;0.013992142863571644;0.5024607181549072;0.6755496263504028;-0.0073661645874381065;0.46659260988235474;0.6765278577804565;0.029434893280267715;0.47551814913749696;0.2980835199356079;-0.2966556027531624;0.6108450442552567;0.4348262920975685;-0.2581162378191948;0.34910911321640015;0.4640316143631935;-0.20157356932759285;0.5025843381881714;0.8174423376719157;0.045672014355659485;0.47041527430216473;0.8182200988133749;0.09210167204340299;;vertical
0.23;0.46977776288986206;0.31823208928108215;-0.289417564868927;0.5127797722816467;0.3619288206100464;-0.16954170167446136;0.4423580467700958;0.37217578291893005;-0.13806216418743134;0.5548864603042603;0.40488284826278687;-0.15750974416732788;0.40220004320144653;0.4216882586479187;-0.10646521300077438;0.4997520446777344;0.539188802242279;-0.014158493839204311;0.46066734194755554;0.5411837100982666;0.014187692664563656;0.5024538636207581;0.6755467057228088;-0.007558964192867279;0.4665931463241577;0.6766053438186646;0.029244448989629745;0.47549395859241483;0.29807080030441285;-0.29622490555047987;0.6110283881425858;0.4347921535372734;-0.26034705713391304;0.34905191510915756;0.4636696055531502;-0.19701532274484634;0.5026325384775797;0.8173902034759521;0.04526823821167151;0.47049595912297565;0.8180926839510599;0.09166304767131805;;vertical
0.27;0.4697461724281311;0.3182128071784973;-0.2886941730976105;0.512749195098877;0.3617863655090332;-0.16815230250358582;0.44236311316490173;0.3721325993537903;-0.1357446163892746;0.554935872554779;0.4048042595386505;-0.1573605239391327;0.40224558115005493;0.4212498366832733;-0.10006853193044662;0.4996028542518616;0.5391896963119507;-0.01430629100650549;0.46046310663223267;0.5411237478256226;0.014331075362861156;0.5023961067199707;0.6755526661872864;-0.0077317929826676846;0.4665849506855011;0.6766707301139832;0.03072202205657959;0.4754348635673523;0.29805525243282316;-0.2948041036725044;0.610889732837677;0.43464697897434235;-0.26030604913830757;0.3490337207913399;0.4624066650867462;-0.18849242478609085;0.5027313331762949;0.8173110683759054;0.044752790282169976;0.47050054868062335;0.8179089625676473;0.09372120350599289;;vertical
0.3;0.4696407914161682;0.3181723654270172;-0.2857365012168884;0.5126959085464478;0.36149558424949646;-0.1677253544330597;0.44236084818840027;0.3720909655094147;-0.1339593529701233;0.5549580454826355;0.4047161340713501;-0.15718457102775574;0.4021778106689453;0.4210687577724457;-0.09927961230278015;0.4994162917137146;0.5391942858695984;-0.014316162094473839;0.4601966142654419;0.5411174297332764;0.014340677298605442;0.5023350715637207;0.6754856705665588;-0.00831312034279108;0.46653544902801514;0.6766690611839294;0.029787711799144745;0.47531983256340027;0.2980322062969208;-0.29268437027931216;0.6107989549636841;0.43454260379076004;-0.2601340189576149;0.34884119778871536;0.461499348282814;-0.18737952411174774;0.502953459819158;0.8171156843503317;0.04368074672917525;0.47054022550582886;0.817674994468689;0.09264668201406796;;vertical
0.33;0.46951988339424133;0.3181481659412384;-0.2814052402973175;0.5126783847808838;0.3613027036190033;-0.16768154501914978;0.4423602223396301;0.3720550239086151;-0.13012243807315826;0.5549690127372742;0.40469974279403687;-0.15700137615203857;0.40220341086387634;0.4205663800239563;-0.09292521327733994;0.4990919232368469;0.5392018556594849;-0.0143477413803339;0.45963531732559204;0.5411145091056824;0.014369554817676544;0.5021264553070068;0.6754454970359802;-0.008467214182019234;0.46651434898376465;0.6767867803573608;0.031064387410879135;0.47516017258167265;0.29800349473953247;-0.2886687159538269;0.6107871830463409;0.43441344797611237;-0.26018381491303444;0.34881172329187393;0.4603414237499237;-0.17651904746890068;0.5030645231405894;0.8165807723999023;0.04396863654255867;0.47061285376548767;0.8174306750297546;0.09529424955447514;;vertical
0.37;0.46922045946121216;0.31782278418540955;-0.283902108669281;0.5125722885131836;0.3610164523124695;-0.16840672492980957;0.4422847032546997;0.3718058168888092;-0.1302890032529831;0.5549644827842712;0.4046425521373749;-0.1599818766117096;0.4021278917789459;0.4196946918964386;-0.08769494295120239;0.4985496699810028;0.5387918949127197;-0.014346675015985966;0.45892319083213806;0.5408927798271179;0.014368334785103798;0.501880407333374;0.674224317073822;-0.010899268090724945;0.4664847254753113;0.6768254041671753;0.030839618295431137;0.474873948097229;0.29777697324752805;-0.2911212548613548;0.6108036488294601;0.4342515394091606;-0.2658764533698559;0.3488263711333275;0.4563441202044487;-0.159859299659729;0.5032929678757986;0.8159352540969849;0.041761644184589386;0.4708753526210785;0.8171591758728027;0.09370349595944087;;vertical
0.4;0.46865788102149963;0.31706714630126953;-0.28435018658638;0.5124814510345459;0.3608897924423218;-0.16828620433807373;0.4422851502895355;0.37109997868537903;-0.12676365673542023;0.5549674034118652;0.40460363030433655;-0.16019463539123535;0.40402093529701233;0.4160710275173187;-0.053586672991514206;0.4978717565536499;0.5383595824241638;-0.014359933324158192;0.4581257402896881;0.5404197573661804;0.014383597299456596;0.501704752445221;0.6732366681098938;-0.01961730420589447;0.4662359654903412;0.6768339276313782;0.017098097130656242;0.474365821480751;0.2973595201969147;-0.2917037934064865;0.6110532730817795;0.43378792703151703;-0.2721889838576317;0.35082681477069855;0.4508081153035164;-0.08511864393949509;0.5035521686077118;0.8156371712684631;0.02874109148979187;0.4709131220976512;0.8171106775601705;0.07779335044324398;;vertical
0.43;0.46770739555358887;0.3168773353099823;-0.2851613461971283;0.5124794840812683;0.3608942925930023;-0.16934709250926971;0.44229888916015625;0.36899277567863464;-0.12032856792211533;0.5553398132324219;0.40462929010391235;-0.1735621690750122;0.4060627818107605;0.4121430218219757;-0.027529457584023476;0.4971356689929962;0.5379933714866638;-0.015007338486611843;0.45745405554771423;0.5400144457817078;0.015044684521853924;0.5014432668685913;0.6727055311203003;-0.028609752655029297;0.46586576104164124;0.6768848299980164;0.007672884035855532;0.47353287041187286;0.29711254835128786;-0.2936644807457924;0.6112570762634277;0.4332760348916054;-0.2994530573487282;0.35345374047756195;0.4452662914991379;-0.03708197548985481;0.5034998257954916;0.8151443401972452;0.015927616506814957;0.4709402819474538;0.817141056060791;0.06347191023329894;;vertical
0.47;0.46679604053497314;0.31629276275634766;-0.2826428711414337;0.5122379660606384;0.3608456254005432;-0.1687731146812439;0.4422833025455475;0.3677954077720642;-0.11451148241758347;0.5553590655326843;0.40462541580200195;-0.1723918914794922;0.40597036480903625;0.4095511734485626;-0.015975674614310265;0.4964524507522583;0.5379201173782349;-0.01511708926409483;0.45678672194480896;0.539976179599762;0.015155904926359653;0.5012311339378357;0.6721418499946594;-0.02452724613249302;0.46557343006134033;0.6769619584083557;0.00878040213137865;0.47281133234500883;0.2965925335884094;-0.2914724886417389;0.6112401783466339;0.4327676445245743;-0.29522597789764404;0.3544505164027214;0.44294968247413635;-0.016734410193748772;0.5033334592978159;0.8143463134765625;0.02343623588482539;0.4709741771221161;0.8170283635457357;0.06807985963920753;;vertical
0.5;0.46497172117233276;0.3157139718532562;-0.27846652269363403;0.511753261089325;0.36076629161834717;-0.1705072820186615;0.4421131908893585;0.3665271997451782;-0.10669180750846863;0.5553591251373291;0.40475451946258545;-0.17412695288658142;0.40637555718421936;0.4066299796104431;0.010427539236843586;0.4959266185760498;0.5379127860069275;-0.01690538413822651;0.45628994703292847;0.5399905443191528;0.01694188453257084;0.5008114576339722;0.672079861164093;-0.02406891994178295;0.46525558829307556;0.6769791841506958;0.018199926242232323;0.47116218209266664;0.29592890441417696;-0.2881473481655121;0.6112385988235474;0.43268638104200363;-0.29106196761131287;0.35499658435583115;0.4400211572647095;0.03513371478766203;0.5033138593037924;0.8139796455701193;0.03304817279179891;0.47096826632817584;0.81686931848526;0.08827933234473069;;vertical
0.53;0.4611526131629944;0.31542345881462097;-0.25313496589660645;0.511165201663971;0.360772043466568;-0.1688401699066162;0.4420245885848999;0.36493203043937683;-0.08260587602853775;0.554685115814209;0.4052716791629791;-0.17244455218315125;0.4080348610877991;0.40348249673843384;0.05077929049730301;0.49510231614112854;0.5379143357276917;-0.020639026537537575;0.45578333735466003;0.5399671196937561;0.02067825198173523;0.4996000826358795;0.6726580262184143;-0.01936516910791397;0.46502700448036194;0.6770806908607483;0.031858645379543304;0.46739013195037843;0.2954205125570297;-0.26565693914890287;0.6111935824155807;0.432079516351223;-0.2877674400806427;0.35730601847171783;0.4347091242671013;0.0945342630147934;0.5033239523569742;0.8136164744695028;0.04490510250131289;0.47104377547899884;0.8165802756945292;0.10443117097020149;;girando
0.57;0.45808497071266174;0.3151320517063141;-0.20774783194065094;0.509960949420929;0.3608642816543579;-0.150499626994133;0.4419899582862854;0.3626621663570404;-0.042267292737960815;0.5520707368850708;0.40533480048179626;-0.17306716740131378;0.409656286239624;0.4007619321346283;0.10586394369602203;0.49380001425743103;0.5379161238670349;-0.02569158747792244;0.45512619614601135;0.5399607419967651;0.02572600729763508;0.4976278841495514;0.6727327704429626;-0.01914762705564499;0.46463271975517273;0.6773672103881836;0.03622180595993996;0.4640442967414856;0.29483761489391325;-0.22166602015495301;0.6079580783843994;0.43103504180908203;-0.29118917137384415;0.35997816920280457;0.4305192902684212;0.17838259041309357;0.5032117962837219;0.8136250774065653;0.04382653969029585;0.47113996744155884;0.8165448506673177;0.10395921766757965;;girando
0.6;0.45604604482650757;0.3149113357067108;-0.19078291952610016;0.5073014497756958;0.36105531454086304;-0.14577676355838776;0.44198694825172424;0.3612179160118103;-0.02861574850976467;0.5490833520889282;0.4048762619495392;-0.1771286278963089;0.4109684228897095;0.39937737584114075;0.1288129836320877;0.49236857891082764;0.5379615426063538;-0.029878076165914536;0.45449569821357727;0.5399497151374817;0.02989214099943638;0.49524468183517456;0.6732886433601379;-0.01778300851583481;0.4638349711894989;0.6773751378059387;0.05091528221964836;0.46185297667980196;0.29462696313858033;-0.2052243620157242;0.6040912866592407;0.4297481179237366;-0.2998158261179924;0.3621642217040062;0.4262532442808151;0.21271688491106033;0.5028242071469625;0.8135675191879272;0.04515191478033861;0.4711179832617442;0.8163178563117981;0.12132234126329422;;girando
