segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;;Etiqueta;Vista
0.03;0.5627760887145996;0.29563194513320923;-0.2884247899055481;0.620019257068634;0.35998809337615967;-0.16214823722839355;0.529769241809845;0.3569810092449188;-0.154840886592865;0.6696118712425232;0.39785516262054443;-0.1875394731760025;0.4771333634853363;0.4033384621143341;-0.14558586478233337;0.5965192914009094;0.5886620283126831;0.0004176007059868425;0.5536172986030579;0.5855981111526489;-0.0005291333654895425;0.5914323925971985;0.7309480309486389;0.10681216418743134;0.5540832281112671;0.7291232347488403;0.09874338656663895;0.5687597274780274;0.27147333025932313;-0.2979938417673111;0.7369891554117203;0.4093189537525177;-0.3478854224085808;0.4020637720823288;0.4085202068090439;-0.23688528686761856;0.5896082321802775;0.8740131855010986;0.29883048435052234;0.5576406121253967;0.8689854542414347;0.29018109540144604;;vertical;frontal
0.07;0.5636999607086182;0.29781123995780945;-0.3141511380672455;0.6198287010192871;0.35969820618629456;-0.162152498960495;0.5292093753814697;0.3569456934928894;-0.17693406343460083;0.6698876023292542;0.3978317975997925;-0.13997288048267365;0.47725850343704224;0.4032754600048065;-0.15466567873954773;0.5966624617576599;0.5877489447593689;0.0067137801088392735;0.5536726713180542;0.5856009125709534;-0.006787538528442383;0.5913940072059631;0.7308933734893799;0.1226901188492775;0.5540831685066223;0.7312294840812683;0.08365719020366669;0.5699617445468903;0.273972687125206;-0.32177797257900237;0.7371263653039932;0.4091304540634155;-0.2632775828242302;0.4030999392271042;0.40632112324237823;-0.24297840520739555;0.5892957448959351;0.8751692771911621;0.2954528331756592;0.5571161111195883;0.8738050659497579;0.2532803416252136;;vertical;frontal
0.1;0.563869833946228;0.2989082336425781;-0.3229316473007202;0.6196427345275879;0.35944992303848267;-0.16876758635044098;0.5287253856658936;0.3569118082523346;-0.1863815039396286;0.6706148386001587;0.3977924883365631;-0.14778971672058105;0.4768598973751068;0.4027305543422699;-0.17070917785167694;0.5969303250312805;0.5875314474105835;0.007374372333288193;0.5538422465324402;0.5858052372932434;-0.00745423324406147;0.5913907289505005;0.7309169173240662;0.12488898634910583;0.5540791153907776;0.7325610518455505;0.08598960936069489;0.5702870845794678;0.2753093957901001;-0.3306111693382263;0.7378942370414734;0.40896984189748764;-0.2685384899377823;0.4029878303408623;0.4051392674446106;-0.27105971053242683;0.5891187389691671;0.875847597916921;0.294605831305186;0.5568968653678894;0.8740109205245972;0.2662508835395177;;vertical;frontal
0.13;0.5640722513198853;0.29920095205307007;-0.3283958435058594;0.6195513010025024;0.3589755892753601;-0.1762976050376892;0.5283306837081909;0.356894314289093;-0.18848256766796112;0.6712609529495239;0.3975732922554016;-0.15547677874565125;0.47687068581581116;0.40274980664253235;-0.16666743159294128;0.5970974564552307;0.5873182415962219;0.006728248205035925;0.5538496375083923;0.5858357548713684;-0.00681249750778079;0.5913888216018677;0.7311188578605652;0.12275530397891998;0.5540407299995422;0.7331596612930298;0.08864112943410873;0.5704824328422546;0.2759591341018677;-0.33628798723220826;0.7382538914680481;0.4089340567588806;-0.2809164598584175;0.4032326117157936;0.40382643043994904;-0.26052330806851387;0.5889613827069601;0.8760726849238077;0.29489631454149884;0.5567813515663147;0.8740002910296122;0.2695050338904063;;vertical;frontal
0.17;0.5640653371810913;0.29945817589759827;-0.32793575525283813;0.6194726228713989;0.3585452139377594;-0.18037928640842438;0.527988851070404;0.35687553882598877;-0.1863834410905838;0.6715338826179504;0.3974069654941559;-0.15999376773834229;0.4768574833869934;0.402747243642807;-0.16456204652786255;0.5973241329193115;0.5870019197463989;0.005594405811280012;0.5538643002510071;0.5858363509178162;-0.005658053793013096;0.5913881063461304;0.731364369392395;0.1191587820649147;0.5539280772209167;0.7333797812461853;0.0915176197886467;0.570475697517395;0.2764511525630951;-0.33626550137996675;0.7384898364543915;0.40892431885004044;-0.2930569052696228;0.4032621309161186;0.40371423214673996;-0.2567092292010784;0.5887828469276428;0.8762528300285339;0.2895999600489934;0.5566945672035217;0.8739865223566691;0.2726648151874542;;vertical;frontal
0.2;0.5640593767166138;0.2994418740272522;-0.3216567039489746;0.6193830370903015;0.3582369089126587;-0.17800506949424744;0.5277990102767944;0.35678941011428833;-0.18166905641555786;0.6715292930603027;0.39736655354499817;-0.16402477025985718;0.47685837745666504;0.4025845527648926;-0.1625272035598755;0.597329318523407;0.5868244171142578;0.004697980359196663;0.5537932515144348;0.5857624411582947;-0.004752992652356625;0.5913869142532349;0.7323360443115234;0.11106045544147491;0.553785502910614;0.7338038086891174;0.09224006533622742;0.5704625368118286;0.27658803164958956;-0.3300632834434509;0.7377052456140518;0.4088321328163147;-0.2953224182128906;0.4032151848077774;0.40343448519706726;-0.2554316893219948;0.5886411666870117;0.8763560851414999;0.28262267013390857;0.5565276145935059;0.8740495443344116;0.27182550728321075;;vertical;frontal
0.23;0.5640002489089966;0.29941263794898987;-0.3215053081512451;0.6190685629844666;0.35770219564437866;-0.17548230290412903;0.5276364088058472;0.35661232471466064;-0.1776965707540512;0.6712530851364136;0.3971118628978729;-0.16538673639297485;0.4768625795841217;0.4022490084171295;-0.15928244590759277;0.5973036289215088;0.5865124464035034;0.004583448637276888;0.5537108182907104;0.5856267213821411;-0.004632091615349054;0.5913745164871216;0.7326547503471375;0.1087314561009407;0.5536568760871887;0.7339850664138794;0.08995328843593597;0.5704357087612152;0.27664036154747007;-0.32909777462482454;0.7364746779203415;0.4088709130883217;-0.3024299815297127;0.4031979590654373;0.40329957753419876;-0.25431491807103157;0.5886349280675253;0.8763610124588013;0.2792980521917343;0.5562400619188944;0.8741606076558431;0.26537591715653736;;vertical;frontal
0.27;0.563835084438324;0.2993886172771454;-0.310848206281662;0.6188015937805176;0.3574050962924957;-0.17081521451473236;0.5275395512580872;0.35642823576927185;-0.17231203615665436;0.6707527041435242;0.39663025736808777;-0.17108047008514404;0.4768427014350891;0.40161001682281494;-0.15764832496643066;0.5972476005554199;0.5858992338180542;0.004460428841412067;0.55357426404953;0.5851086378097534;-0.004513370338827372;0.5912715792655945;0.7326086759567261;0.10865617543458939;0.5535227060317993;0.7339652180671692;0.08827486634254456;0.5703483521938324;0.27669461369514464;-0.3194402068853378;0.7339238822460175;0.40875837206840515;-0.326379731297493;0.40310291945934296;0.4029565304517746;-0.253558736294508;0.5885650118192037;0.8764249483744303;0.27207382520039874;0.5558214982350668;0.874395509560903;0.2565579315026601;;vertical;frontal
0.3;0.5636613368988037;0.2994084358215332;-0.30204513669013977;0.6186211109161377;0.35719361901283264;-0.16596221923828125;0.5275025367736816;0.3561897575855255;-0.16646045446395874;0.6704176664352417;0.3956717848777771;-0.18561071157455444;0.47681745886802673;0.401035338640213;-0.155701145529747;0.5971624851226807;0.5855031609535217;0.0045220996253192425;0.5535029768943787;0.5848062634468079;-0.004577991086989641;0.5910322666168213;0.7325935363769531;0.1063394621014595;0.5531682968139648;0.7338724136352539;0.08538459241390228;0.5702380299568176;0.27682054340839385;-0.3112768143415451;0.7267961800098419;0.4079336151480675;-0.35990627110004425;0.4028772711753845;0.40293920040130615;-0.2499936707317829;0.588365912437439;0.8766565322875977;0.26626967390378314;0.5552566846211752;0.8744467496871948;0.250257670879364;;vertical;frontal
0.33;0.5632970333099365;0.2994517385959625;-0.30662497878074646;0.6182852983474731;0.3570656478404999;-0.16604740917682648;0.5274984240531921;0.3556474447250366;-0.17257016897201538;0.6703011393547058;0.39560624957084656;-0.1496996283531189;0.4768863320350647;0.40042418241500854;-0.15569183230400085;0.5970816016197205;0.5854283571243286;0.00607637595385313;0.553490161895752;0.5847242474555969;-0.006129803601652384;0.5907881259918213;0.7324315905570984;0.1192246749997139;0.5528880953788757;0.7334858179092407;0.08276942372322083;0.569972163438797;0.27692122757434845;-0.3162377715110779;0.730725035071373;0.40889872610569;-0.2718936800956726;0.40287499129772186;0.4022137075662613;-0.24523046612739563;0.5881885488828024;0.8771576881408691;0.27045675615469617;0.554378092288971;0.8749700586001078;0.24407540758450827;;vertical;frontal
0.37;0.5631924271583557;0.29945090413093567;-0.3020719885826111;0.6181046366691589;0.3570123016834259;-0.165547177195549;0.5275005102157593;0.3553372323513031;-0.1688378006219864;0.6695657968521118;0.3949604332447052;-0.1813446432352066;0.4769144654273987;0.39991042017936707;-0.15568289160728455;0.5969942808151245;0.5853368043899536;0.0059366170316934586;0.5534790754318237;0.5845422148704529;-0.005992130376398563;0.5905532240867615;0.7319510579109192;0.11812760680913925;0.5526399612426758;0.7324641942977905;0.08325424045324326;0.569919329881668;0.27697423100471497;-0.31186431646347046;0.728847473859787;0.4073655977845192;-0.35029909759759903;0.40288177132606506;0.4015813395380974;-0.2457030676305294;0.5880670150121053;0.8774821162223816;0.26971190174420673;0.5538311799367269;0.8756254315376282;0.24252937734127045;;vertical;frontal
0.4;0.5630319118499756;0.29945409297943115;-0.2801409065723419;0.6179569959640503;0.3569410741329193;-0.15705056488513947;0.5275113582611084;0.3549637794494629;-0.14645692706108093;0.668752908706665;0.3944178819656372;-0.20351074635982513;0.4769195020198822;0.39931681752204895;-0.13558173179626465;0.5969098210334778;0.5852205753326416;0.0038243005983531475;0.5534781813621521;0.584485650062561;-0.0038698341231793165;0.5904530882835388;0.7318828701972961;0.10306112468242645;0.5525338649749756;0.7319537997245789;0.07992026209831238;0.569818776845932;0.27701894342899325;-0.2897267773747444;0.7004042714834213;0.4220445230603218;-0.3949395716190338;0.4029855653643608;0.40092647820711136;-0.22560635581612587;0.5879967013994852;0.8778802951176962;0.25213392575581867;0.5536554853121439;0.8760743538538615;0.2365269809961319;;vertical;frontal
0.43;0.562871515750885;0.29947519302368164;-0.27640727162361145;0.6178687214851379;0.35692232847213745;-0.15601997077465057;0.5275141596794128;0.3545619547367096;-0.1416534185409546;0.6680072546005249;0.39378827810287476;-0.21443568170070648;0.4769127070903778;0.39880016446113586;-0.1340140849351883;0.5967137813568115;0.5850756168365479;0.0016814066329970956;0.5534308552742004;0.5843312740325928;-0.0017260108143091202;0.5902817845344543;0.731839120388031;0.09662165492773056;0.552375078201294;0.7316605448722839;0.08063232898712158;0.5697265923023224;0.27704950869083406;-0.28609276115894317;0.6933796405792236;0.4267590716481209;-0.41117113083601;0.40300650149583817;0.4005737826228142;-0.22807849943637848;0.5878862937291464;0.8781042297681173;0.24713492393493652;0.5535477995872498;0.8761292099952698;0.2385248045126597;;vertical;frontal
0.47;0.5627931356430054;0.2994813919067383;-0.28140100836753845;0.6178315281867981;0.3568601906299591;-0.15709877014160156;0.5275152921676636;0.3543454110622406;-0.1461932361125946;0.6677857041358948;0.3934020400047302;-0.2136741429567337;0.47673195600509644;0.39858734607696533;-0.1365649700164795;0.5965971946716309;0.58474200963974;0.0016584154218435287;0.5533164739608765;0.5840638875961304;-0.001705730683170259;0.5901293158531189;0.73182213306427;0.09867087751626968;0.5522769689559937;0.731606125831604;0.08158325403928757;0.569671505689621;0.27705299854278564;-0.2910332724452019;0.6949662119150162;0.4280107691884041;-0.40904656797647476;0.4025370553135872;0.40055961161851883;-0.22841709107160568;0.5877379775047302;0.8781840999921163;0.2535748432079951;0.5535407662391663;0.8761437932650248;0.2423304170370102;;vertical;frontal
0.5;0.562615156173706;0.29953283071517944;-0.2762698233127594;0.6177936792373657;0.35681387782096863;-0.15340635180473328;0.5275095701217651;0.3542380928993225;-0.14013339579105377;0.6676459312438965;0.3931862413883209;-0.21154725551605225;0.47661566734313965;0.39833229780197144;-0.13426010310649872;0.5964430570602417;0.5846746563911438;0.0010460278717800975;0.5531718134880066;0.5839865207672119;-0.001091270474717021;0.5899637341499329;0.7318320870399475;0.09509389102458954;0.5521234273910522;0.7316650748252869;0.08035239577293396;0.5695508539676666;0.27709370851516724;-0.28591234385967257;0.6928239613771439;0.43600520491600037;-0.4089048057794571;0.40240928530693054;0.4005473405122757;-0.22996042668819427;0.5875100096066793;0.8783557415008545;0.24825512866179147;0.5534974932670593;0.876481811205546;0.23885312676429749;;vertical;frontal
