segundo;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;cara_prom_x;cara_prom_y;cara_prom_z;mano_izquierda_prom_x;mano_izquierda_prom_y;mano_izquierda_prom_z;mano_derecha_prom_x;mano_derecha_prom_y;mano_derecha_prom_z;pie_izquierdo_prom_x;pie_izquierdo_prom_y;pie_izquierdo_prom_z;pie_derecho_prom_x;pie_derecho_prom_y;pie_derecho_prom_z;Etiqueta;Vista
0.03;0.5118692517280579;0.3882962465286255;-0.2258141189813614;0.5512345433235168;0.4499463438987732;-0.0944095104932785;0.4836222231388092;0.44598498940467834;-0.09379354864358902;0.5590986609458923;0.5471436977386475;-0.04557891562581062;0.47209399938583374;0.5432445406913757;-0.057902991771698;0.535426914691925;0.622741162776947;-0.0007174194324761629;0.49645859003067017;0.6230366230010986;0.0006397959659807384;0.5296876430511475;0.7718164324760437;-0.009853239171206951;0.4948118329048157;0.7703254222869873;-0.007084803190082312;0.5185843169689178;0.36684125661849976;-0.2276409760117531;0.556740403175354;0.6541630178689957;-0.12537464499473572;0.4719935208559036;0.6556128710508347;-0.14346178993582726;0.525160034497579;0.9186024268468221;0.07424120511859655;0.4964589675267537;0.9187703132629395;0.07155184866860509;vertical;frontal
0.07;0.511775016784668;0.38835060596466064;-0.23499929904937744;0.5512366890907288;0.44891971349716187;-0.09626844525337219;0.4833323061466217;0.4463641941547394;-0.10296595096588135;0.5590571761131287;0.5472525954246521;-0.04564880579710007;0.47208815813064575;0.5448142886161804;-0.06416518986225128;0.5353912711143494;0.6233707666397095;0.0001581705582793802;0.49643033742904663;0.6233805418014526;-0.00022707122843712568;0.5296069383621216;0.7724505662918091;0.005305796395987272;0.4956584572792053;0.7709540128707886;-0.005104705225676298;0.5183678686618804;0.36743510961532594;-0.23768221586942673;0.5572556257247925;0.6537750065326691;-0.13159701973199844;0.472492054104805;0.6556806117296219;-0.15048132091760635;0.5254615942637125;0.9196106394131979;0.0683394349180162;0.496592511733373;0.9192541837692261;0.06008172671621045;vertical;frontal
0.1;0.5116816759109497;0.3884470760822296;-0.23628650605678558;0.5512508749961853;0.4484221339225769;-0.09751242399215698;0.48307177424430847;0.4466151297092438;-0.10411128401756287;0.5590465068817139;0.5472946166992188;-0.045720767229795456;0.472087562084198;0.5456180572509766;-0.0644405409693718;0.5353730916976929;0.6240971684455872;0.00027029539342038333;0.49641597270965576;0.6240031719207764;-0.0003368111210875213;0.5295470952987671;0.7732192277908325;0.00863451138138771;0.4962136149406433;0.7717000246047974;-0.002410994842648506;0.518190336227417;0.36788893640041354;-0.2391551285982132;0.5576420277357101;0.6536131948232651;-0.13243486173450947;0.4729277715086937;0.6559991389513016;-0.15075629577040672;0.525656004746755;0.9201629956563314;0.06805403592685859;0.49676310022672016;0.9195519685745239;0.061235271549473204;vertical;frontal
0.13;0.5116294026374817;0.3886276185512543;-0.23863327503204346;0.5512924790382385;0.4482317268848419;-0.09949193894863129;0.4828816056251526;0.44686251878738403;-0.10598931461572647;0.559036374092102;0.5475729703903198;-0.047446075826883316;0.4720861613750458;0.5460774898529053;-0.06600873917341232;0.5353624820709229;0.6247568726539612;0.0004298277199268341;0.4963984489440918;0.6246210932731628;-0.0004930380382575095;0.5294961929321289;0.7737770676612854;0.009565983898937702;0.4965098798274994;0.7723075151443481;-0.0013061566278338432;0.5180701196193696;0.3683421671390533;-0.2416030213236809;0.5577916353940964;0.6535981446504593;-0.13571461290121078;0.47322795540094376;0.6561209410429001;-0.15269751101732254;0.5257647434870402;0.9205825527509054;0.06819986458867788;0.4968955119450887;0.919755736986796;0.06162121255571643;vertical;frontal
0.17;0.5115870833396912;0.3889250159263611;-0.24177929759025574;0.5513123869895935;0.44818735122680664;-0.10130582004785538;0.48275884985923767;0.4471375048160553;-0.10786475241184235;0.5590155124664307;0.5476942658424377;-0.04914718121290207;0.4720939099788666;0.5464164614677429;-0.06736885011196136;0.5353635549545288;0.6251350045204163;0.0005800614017061889;0.49643027782440186;0.6251108646392822;-0.0006406306056305766;0.529487133026123;0.7740561962127686;0.010715245269238949;0.4965825080871582;0.7728996276855469;-0.0007135589839890599;0.517995285987854;0.3688546448945999;-0.2448357492685318;0.5579754114151001;0.653580978512764;-0.13902775570750237;0.4737657606601715;0.6560765355825424;-0.15454188361763954;0.5258845090866089;0.9208491245905558;0.0685628626185159;0.49696774284044903;0.9200805226961771;0.06199973829401036;vertical;frontal
0.2;0.5115146040916443;0.38907429575920105;-0.2424526959657669;0.551353931427002;0.44818809628486633;-0.10252969712018967;0.4826813340187073;0.4473496079444885;-0.10718674957752228;0.558966338634491;0.5481166243553162;-0.0501616895198822;0.4721025824546814;0.5464208722114563;-0.0666666179895401;0.5353729724884033;0.6252902746200562;0.00030010988120920956;0.49651774764060974;0.625302255153656;-0.00035726375062949955;0.5294831991195679;0.7742692232131958;0.009625928476452827;0.4966021776199341;0.7731756567955017;0.0018237369367852807;0.5179030120372772;0.3691528856754303;-0.2455379530787468;0.5581182986497879;0.6535976678133011;-0.13970009982585907;0.47424470633268356;0.6553793698549271;-0.15383843705058098;0.5259536306063334;0.9209049940109253;0.06871527293697;0.4971024692058563;0.9202585617701212;0.062494894256815314;vertical;frontal
0.23;0.5114282369613647;0.3892320990562439;-0.24253876507282257;0.5513674020767212;0.4481922686100006;-0.10277283191680908;0.48260483145713806;0.44747740030288696;-0.10715688019990921;0.5589219331741333;0.5485741496086121;-0.05033434182405472;0.47210657596588135;0.5464792251586914;-0.06685634702444077;0.5354118347167969;0.625437319278717;0.00022639453527517617;0.4966582953929901;0.6255293488502502;-0.00028214562917128205;0.5294857621192932;0.7743045091629028;0.009059100411832333;0.4966413676738739;0.7736331820487976;0.002289489610120654;0.5178195297718048;0.3694291114807129;-0.24561061561107636;0.5581893920898438;0.653627023100853;-0.13913820125162601;0.4748147279024124;0.6549988985061646;-0.15401790663599968;0.5260592103004456;0.9209823409716288;0.06834383184711139;0.4972058832645416;0.9203266700108846;0.06302575604058802;vertical;frontal
0.27;0.5113412141799927;0.3893502652645111;-0.24583740532398224;0.5514163374900818;0.4483509659767151;-0.10582270473241806;0.48254096508026123;0.44768720865249634;-0.11009048670530319;0.5588921308517456;0.5496416687965393;-0.05289387330412865;0.4721209406852722;0.5465207695960999;-0.06968376040458679;0.5354714393615723;0.6255160570144653;0.0001552839094074443;0.49679094552993774;0.6257358193397522;-0.00021115045819897205;0.5294836759567261;0.7742096185684204;0.009324233047664165;0.49668699502944946;0.7738317251205444;0.0032653789967298508;0.5177386403083801;0.369640588760376;-0.24885903298854828;0.5582365542650223;0.6541588604450226;-0.1399997677654028;0.4751126542687416;0.6549287587404251;-0.1563236452639103;0.5260989864667257;0.9209595322608948;0.06860374147072434;0.4972856044769287;0.9203248818715414;0.06453948283645634;vertical;frontal
0.3;0.5113314986228943;0.3894537687301636;-0.24482174217700958;0.5514182448387146;0.4483690857887268;-0.10530626773834229;0.4825001060962677;0.44781726598739624;-0.10949176549911499;0.5588130950927734;0.5499622821807861;-0.05255478248000145;0.4721427857875824;0.5465840101242065;-0.0696186050772667;0.5355114936828613;0.6255501508712769;8,31E+10;0.4969998896121979;0.625832736492157;-0.0001386943768011406;0.529450535774231;0.7739613056182861;0.009792014956474304;0.49668288230895996;0.773819625377655;0.003912827465683222;0.5177060604095459;0.3698281317949295;-0.2476809650659561;0.5582267045974731;0.6544133275747299;-0.1392783485352993;0.4753168225288391;0.6548178791999817;-0.15606188401579857;0.5260999202728271;0.9206836422284445;0.06927221609900396;0.4973652760187785;0.9202906092007955;0.06581014718782778;vertical;frontal
0.33;0.5113082528114319;0.3896183967590332;-0.24381262063980103;0.551430881023407;0.44844767451286316;-0.10495433956384659;0.4824688136577606;0.44811347126960754;-0.10883456468582153;0.5586947202682495;0.5501725077629089;-0.05314283072948456;0.47215011715888977;0.546617865562439;-0.06931325793266296;0.5355144739151001;0.6257270574569702;-3,62E+08;0.4971042275428772;0.6259592771530151;-5,46E+10;0.5293710827827454;0.7738790512084961;0.010062621906399727;0.4966793358325958;0.7738099694252014;0.0041047860868275166;0.5176740705966949;0.37006770372390746;-0.2466185599565506;0.5581215471029282;0.6544159799814224;-0.14052330143749714;0.4755551889538765;0.6547808349132538;-0.15567301958799362;0.5260987877845764;0.9204739729563395;0.0696336217224598;0.4974096616109212;0.9202542503674825;0.06632999404488753;vertical;frontal
